--- Session started : 2021-08-15-140554
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              151                 1          0          1     
1              271                 1          0          0     
2              1                   1          0          0     
3              205                 1          0          0     
4              383                 1          0          0     
5              318                 1          0          0     
6              138                 1          0          0     
7              382                 1          1          0     
8              21                  1          1          1     
9              139                 1          0          0     
10             91                  1          0          0     
11             263                 1          0          0     
12             359                 1          1          1     
13             0                   1          0          0     
14             110                 1          0          1     
15             326                 1          1          0     
16             190                 1          0          0     
17             378                 1          1          1     
18             376                 1          1          1     
19             276                 1          0          0     
20             271                 1          0          0     
21             152                 1          0          0     
22             164                 1          0          0     
23             263                 1          0          0     
24             252                 1          0          0     
25             322                 1          1          0     
26             233                 1          0          0     
27             175                 1          0          0     
28             101                 1          0          0     
29             67                  1          0          0     
30             372                 1          0          0     
31             272                 1          0          1     
32             154                 1          1          1     
33             133                 1          0          0     
34             368                 1          0          0     
35             202                 1          1          0     
36             40                  1          0          0     
37             332                 1          0          0     
38             329                 1          0          1     
39             232                 1          1          0     
40             326                 1          1          0     
41             43                  1          0          0     
42             369                 1          1          1     
43             180                 1          0          0     
44             246                 1          1          1     
45             182                 1          0          0     
46             285                 1          0          0     
47             362                 1          0          0     
48             46                  1          1          1     
49             325                 1          0          0     
50             367                 1          1          0     
51             188                 1          0          0     
52             145                 1          1          1     
53             101                 1          0          0     
54             179                 1          1          1     
55             264                 1          1          0     
56             96                  1          1          1     
57             214                 1          1          1     
58             209                 1          1          1     
59             43                  1          0          0     
60             224                 1          0          0     
61             377                 1          1          1     
62             299                 1          0          0     
63             335                 1          1          0     
64             272                 1          0          1     
65             102                 1          0          0     
66             81                  1          0          0     
67             344                 1          0          1     
68             96                  1          1          1     
69             206                 1          0          0     
70             181                 1          0          1     
71             259                 1          0          0     
72             307                 1          0          0     
73             107                 1          1          1     
74             0                   1          0          0     
75             197                 1          0          0     
76             216                 1          0          0     
77             236                 1          0          0     
78             301                 1          1          1     
79             67                  1          1          0     
80             141                 1          1          1     
81             59                  1          0          0     
82             244                 1          0          0     
83             140                 1          0          0     
84             301                 1          1          1     
85             64                  1          1          1     
86             209                 1          1          1     
87             86                  1          0          0     
88             253                 1          0          0     
89             260                 1          0          0     
90             108                 1          0          0     
91             168                 1          1          1     
92             112                 1          0          0     
93             360                 1          0          0     
94             330                 1          1          1     
95             55                  1          1          1     
96             59                  1          0          0     
97             225                 1          0          1     
98             303                 1          0          0     
99             292                 1          1          0     
100            99                  1          1          1     
101            366                 1          0          0     
102            86                  1          0          0     
103            267                 1          1          1     
104            79                  1          1          1     
105            288                 1          1          1     
106            70                  1          0          0     
107            124                 1          0          0     
108            168                 1          1          1     
109            61                  1          0          0     
110            326                 1          1          0     
111            248                 1          0          0     
112            245                 1          0          0     
113            81                  1          0          0     
114            145                 1          0          1     
115            183                 1          0          0     
116            220                 1          0          0     
117            160                 1          1          1     
118            116                 1          0          0     
119            197                 1          0          0     
120            292                 1          1          0     
121            147                 1          1          0     
122            31                  1          0          0     
123            348                 1          0          0     
124            101                 1          0          0     
125            305                 1          1          1     
126            353                 1          1          0     
127            379                 1          1          1     
128            81                  1          1          0     
129            245                 1          0          0     
130            202                 1          0          0     
131            232                 1          0          0     
132            289                 1          1          1     
133            240                 1          0          0     
134            126                 1          0          0     
135            303                 1          0          0     
136            307                 1          0          0     
137            205                 1          0          0     
138            244                 1          0          0     
139            25                  1          0          0     
140            307                 1          1          0     
141            314                 1          0          0     
142            337                 1          1          1     
143            155                 1          0          0     
144            131                 1          1          0     
145            378                 1          1          1     
146            82                  1          1          1     
147            135                 1          0          0     
148            192                 1          0          0     
149            92                  1          1          1     
150            197                 1          0          0     
151            205                 1          0          0     
152            50                  1          0          0     
153            141                 1          0          1     
154            324                 1          0          0     
155            351                 1          1          0     
156            84                  1          0          0     
157            375                 1          1          0     
158            127                 1          0          1     
159            52                  1          1          0     
160            288                 1          1          1     
161            21                  1          1          1     
162            198                 1          1          1     
163            42                  1          0          0     
164            220                 1          0          0     
165            256                 1          0          0     
166            99                  1          1          1     
167            145                 1          0          1     
168            225                 1          1          1     
169            278                 1          0          0     
170            48                  1          1          0     
171            368                 1          0          0     
172            115                 1          0          1     
173            76                  1          0          0     
174            294                 1          0          0     
175            29                  1          0          0     
176            262                 1          0          0     
177            50                  1          0          0     
178            195                 1          1          1     
179            61                  1          0          0     
180            16                  1          0          0     
181            37                  1          0          0     
182            297                 1          1          1     
183            157                 1          1          0     
184            17                  1          0          0     
185            48                  1          1          0     
186            318                 1          0          0     
187            287                 1          0          0     
188            27                  1          0          0     
189            188                 1          0          0     
190            251                 1          0          0     
191            329                 1          0          1     
192            261                 1          1          1     
193            164                 1          0          0     
194            90                  1          1          0     
195            76                  1          0          0     
196            96                  1          1          1     
197            16                  1          0          0     
198            197                 1          0          0     
199            138                 1          0          0     
200            194                 1          0          0     
201            197                 1          0          0     
202            12                  1          1          1     
203            99                  1          1          1     
204            33                  1          0          0     
205            232                 1          0          0     
206            141                 1          0          1     
207            181                 1          0          1     
208            274                 1          1          0     
209            118                 1          1          1     
210            199                 1          1          1     
211            35                  1          0          0     
212            362                 1          0          0     
213            68                  1          0          0     
214            40                  1          0          0     
215            118                 1          1          1     
216            152                 1          0          0     
217            141                 1          1          1     
218            22                  1          1          1     
219            190                 1          0          0     
220            40                  1          1          0     
221            244                 1          0          0     
222            319                 1          0          0     
223            97                  1          0          1     
224            169                 1          0          1     
225            97                  1          0          1     
226            344                 1          0          1     
227            244                 1          0          0     
228            284                 1          1          1     
229            127                 1          1          1     
230            237                 1          0          0     
231            219                 1          1          0     
232            163                 1          1          0     
233            157                 1          1          0     
234            198                 1          1          1     
235            103                 1          1          1     
236            310                 1          0          0     
237            294                 1          1          0     
238            34                  1          0          0     
239            184                 1          0          1     
240            202                 1          0          0     
241            62                  1          1          1     
242            171                 1          1          0     
243            44                  1          0          0     
244            269                 1          1          1     
245            21                  1          1          1     
246            112                 1          0          0     
247            367                 1          1          0     
248            132                 1          0          0     
249            62                  1          1          1     
250            114                 1          0          0     
251            195                 1          1          1     
252            262                 1          0          0     
253            199                 1          1          1     
254            343                 1          1          0     
255            289                 1          1          1     
256            130                 1          1          1     
257            147                 1          0          0     
258            126                 1          0          0     
259            211                 1          0          0     
260            68                  1          0          0     
261            363                 1          0          0     
262            83                  1          0          0     
263            203                 1          0          0     
264            44                  1          0          0     
265            276                 1          0          0     
266            186                 1          1          0     
267            378                 1          1          1     
268            103                 1          0          1     
269            257                 1          1          1     
270            314                 1          0          0     
271            83                  1          1          0     
272            168                 1          1          1     
273            373                 1          0          0     
274            127                 1          1          1     
275            225                 1          0          1     
276            289                 1          1          1     
277            171                 1          1          0     
278            68                  1          0          0     
279            195                 1          1          1     
280            276                 1          0          0     
281            51                  1          0          0     
282            49                  1          1          1     
283            299                 1          0          0     
284            325                 1          0          0     
285            287                 1          0          0     
286            152                 1          0          0     
287            14                  1          1          0     
288            33                  1          0          0     
289            262                 1          0          0     
290            178                 1          1          1     
291            72                  1          0          0     
292            230                 1          0          0     
293            297                 1          1          1     
294            64                  1          0          1     
295            274                 1          1          0     
296            89                  1          1          1     
297            329                 1          0          1     
298            183                 1          0          0     
299            152                 1          0          0     
300            37                  1          1          0     
301            135                 1          0          0     
302            241                 1          0          0     
303            378                 1          0          1     
304            299                 1          1          0     
305            195                 1          1          1     
306            110                 1          1          1     
307            275                 1          0          0     
308            202                 1          1          0     
309            274                 1          0          0     
310            308                 1          0          0     
311            24                  1          0          0     
312            132                 1          0          0     
313            277                 1          0          0     
314            23                  1          0          0     
315            176                 1          0          0     
316            100                 1          0          0     
317            141                 1          1          1     
318            375                 1          0          0     
319            122                 1          1          1     
320            363                 1          0          0     
321            274                 1          0          0     
322            355                 1          1          0     
323            178                 1          0          1     
324            250                 1          0          0     
325            56                  1          0          0     
326            325                 1          0          0     
327            59                  1          0          0     
328            182                 1          0          0     
329            52                  1          1          0     
330            59                  1          0          0     
331            284                 1          1          1     
332            216                 1          0          0     
333            91                  1          0          0     
334            326                 1          1          0     
335            100                 1          1          0     
336            378                 1          1          1     
337            33                  1          0          0     
338            119                 1          0          0     
339            308                 1          0          0     
340            245                 1          1          0     
341            351                 1          0          0     
342            92                  1          1          1     
343            362                 1          0          0     
344            143                 1          0          1     
345            56                  1          0          0     
346            16                  1          0          0     
347            304                 1          0          0     
348            87                  1          1          1     
349            33                  1          0          0     
350            103                 1          1          1     
351            339                 1          1          0     
352            37                  1          0          0     
353            184                 1          0          1     
354            252                 1          0          0     
355            116                 1          0          0     
356            62                  1          1          1     
357            194                 1          0          0     
358            259                 1          0          0     
359            228                 1          0          0     
360            245                 1          1          0     
361            171                 1          1          0     
362            74                  1          0          0     
363            210                 1          0          0     
364            211                 1          0          0     
365            83                  1          1          0     
366            194                 1          0          0     
367            268                 1          0          0     
368            327                 1          0          1     
369            99                  1          1          1     
370            157                 1          1          0     
371            19                  1          0          1     
372            245                 1          0          0     
373            187                 1          1          1     
374            325                 1          0          0     
375            147                 1          1          0     
376            242                 1          0          1     
377            325                 1          0          0     
378            157                 1          0          0     
379            205                 1          0          0     
380            203                 1          0          0     
381            212                 1          1          1     
382            41                  1          0          0     
383            311                 1          1          0     
Prediction accuracy  = 298 out of 384 (77.60%)
--- Session ended : 2021-08-15-140554
