--- Session started : 2021-08-21-144957
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              90                 0.8         1          0     
1              51                 0.9         0          0     
2              51                 0.9         0          0     
3              593                0.8         0          0     
4              51                 0.9         1          0     
5              162                0.8         0          0     
6              162                0.9         1          0     
7              162                0.9         1          0     
8              369                0.8         0          0     
9              162                0.9         1          0     
10             369                0.8         0          0     
11             63                 0.9         1          0     
12             162                0.9         0          0     
13             51                 0.8         0          0     
14             63                 0.9         0          0     
15             128                0.9         0          0     
16             162                 1          0          0     
17             51                 0.9         0          0     
18             63                 0.9         0          0     
19             162                0.8         0          0     
20             63                 0.9         1          0     
21             51                 0.9         0          0     
22             162                 1          0          0     
23             593                0.8         0          0     
24             369                0.8         0          0     
25             162                0.9         1          0     
26             128                0.9         0          0     
27             51                 0.9         0          0     
28             51                 0.9         0          0     
29             162                0.9         1          0     
30             162                0.9         0          0     
31             51                 0.9         1          0     
32             162                0.9         0          0     
33             51                 0.9         1          0     
34             311                0.8         0          0     
35             369                0.8         1          0     
36             162                0.8         1          0     
37             162                0.8         1          0     
38             162                0.9         1          0     
39             63                 0.9         0          0     
40             162                0.8         0          0     
41             162                0.8         0          0     
42             369                0.8         0          0     
43             162                0.9         0          0     
44             51                 0.9         0          0     
45             63                 0.9         1          0     
46             162                0.8         0          0     
47             162                0.8         1          0     
48             369                0.8         0          0     
49             67                 0.8         0          0     
50             51                 0.9         0          0     
51             51                 0.9         0          0     
52             593                0.8         0          0     
53             51                 0.9         0          0     
54             369                0.8         1          0     
55             51                 0.8         1          0     
56             593                0.7         1          0     
57             51                 0.9         0          0     
58             51                 0.9         0          0     
59             51                 0.9         1          0     
60             369                0.8         0          0     
61             162                0.8         1          0     
62             162                0.8         1          0     
63             162                0.8         1          0     
64             51                 0.9         0          0     
65             162                0.8         1          0     
66             51                 0.9         0          0     
67             320                0.9         0          0     
68             162                0.8         0          0     
69             162                0.8         0          0     
70             162                0.8         1          0     
71             311                0.9         0          0     
72             8                  0.8         0          0     
73             38                 0.9         0          0     
74             162                0.9         0          0     
75             369                0.8         0          0     
76             51                 0.9         1          0     
Prediction accuracy  = 50 out of 77 (64.94%)
--- Session ended : 2021-08-21-144957
