--- Session started : 2021-08-21-144955
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              57                 0.9         1          0     
1              169                0.8         0          0     
2              70                 0.9         1          0     
3              597                0.8         1          0     
4              169                 1          0          0     
5              372                0.8         0          0     
6              169                0.9         0          0     
7              169                0.8         0          0     
8              57                 0.9         1          0     
9              372                0.8         0          0     
10             70                 0.9         0          0     
11             169                0.8         1          0     
12             57                 0.9         0          0     
13             169                0.9         0          0     
14             372                0.8         1          0     
15             372                0.8         0          0     
16             169                0.9         1          0     
17             169                0.8         0          0     
18             57                 0.8         0          0     
19             169                0.9         0          0     
20             76                 0.8         0          0     
21             314                0.9         0          0     
22             57                 0.9         0          0     
23             372                0.8         1          0     
24             169                0.8         0          0     
25             57                 0.9         1          0     
26             169                0.8         1          0     
27             372                0.8         0          0     
28             169                0.8         1          0     
29             70                 0.9         0          0     
30             169                0.8         0          0     
31             57                 0.9         0          0     
32             169                0.9         0          0     
33             57                 0.8         1          0     
34             57                 0.8         1          0     
35             372                0.8         1          0     
36             314                0.9         1          0     
37             169                0.8         0          0     
38             169                0.8         0          0     
39             314                0.9         1          0     
40             372                0.8         0          0     
41             57                 0.8         0          0     
42             169                0.8         0          0     
43             169                0.8         0          0     
44             57                 0.9         0          0     
45             57                 0.9         0          0     
46             70                 0.9         0          0     
47             70                 0.9         0          0     
48             372                0.8         0          0     
49             372                0.8         0          0     
50             314                0.9         0          0     
51             70                 0.9         1          0     
52             169                0.8         1          0     
53             57                 0.8         0          0     
54             169                0.8         1          0     
55             597                0.8         0          0     
56             372                0.8         0          0     
57             57                 0.9         0          0     
58             70                 0.9         0          0     
59             151                0.8         0          0     
60             323                0.9         0          0     
61             57                 0.9         0          0     
62             57                 0.9         0          0     
63             169                 1          1          0     
64             169                0.8         0          0     
65             169                 1          0          0     
66             314                0.9         0          0     
67             169                0.8         1          0     
68             57                 0.9         1          0     
69             169                0.8         0          0     
70             618                0.8         0          0     
71             44                 0.9         0          0     
72             70                 0.9         0          0     
73             169                0.9         0          0     
74             57                 0.8         1          0     
75             57                 0.9         1          0     
76             169                0.8         0          0     
Prediction accuracy  = 53 out of 77 (68.83%)
--- Session ended : 2021-08-21-144955
