--- Session started : 2021-08-21-144959
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              85                 0.8         0          0     
1              70                 0.8         1          0     
2              304                0.9         1          0     
3              518                0.8         0          0     
4              612                0.8         0          0     
5              304                0.7         1          0     
6              70                 0.9         0          0     
7              59                 0.9         0          0     
8              70                 0.7         1          0     
9              59                 0.9         0          0     
10             304                0.9         1          0     
11             304                0.9         0          0     
12             70                 0.9         1          0     
13             59                 0.9         0          0     
14             70                 0.9         0          0     
15             1                  0.9         0          0     
16             70                 0.9         0          0     
17             612                0.8         1          0     
18             630                0.8         0          0     
19             518                0.8         0          0     
20             59                 0.9         0          0     
21             59                 0.9         0          0     
22             367                0.8         0          0     
23             304                0.9         0          0     
24             612                0.7         0          0     
25             70                 0.9         0          0     
26             367                0.8         0          0     
27             70                 0.9         0          0     
28             367                0.8         0          0     
29             367                0.8         0          0     
30             59                 0.9         1          0     
31             70                 0.9         1          0     
32             518                0.7         0          0     
33             304                0.8         1          0     
34             304                0.8         1          0     
35             518                0.8         1          0     
36             59                 0.9         0          0     
37             367                0.8         0          0     
38             367                0.7         0          0     
39             59                 0.9         0          0     
40             70                 0.7         1          0     
41             59                 0.9         0          0     
42             367                0.7         1          0     
43             304                0.9         0          0     
44             304                0.7         0          0     
45             367                0.8         0          0     
46             1                  0.7         0          0     
47             367                0.8         1          0     
48             71                 0.9         0          0     
49             612                0.8         0          0     
50             304                0.7         1          0     
51             59                 0.9         0          0     
52             59                 0.9         0          0     
53             59                 0.9         0          0     
54             70                 0.9         0          0     
55             70                 0.9         0          0     
56             534                0.8         0          0     
57             70                 0.9         1          0     
58             314                0.9         0          0     
59             304                0.8         1          0     
60             70                 0.9         1          0     
61             304                0.9         0          0     
62             367                0.8         1          0     
63             304                0.9         0          0     
64             367                0.7         0          0     
65             367                0.7         0          0     
66             612                0.7         1          0     
67             367                0.8         1          0     
68             70                 0.8         0          0     
69             59                 0.9         1          0     
70             304                0.8         1          0     
71             70                 0.9         0          0     
72             129                0.9         0          0     
73             518                0.8         0          0     
74             534                0.8         0          0     
75             367                0.8         0          0     
76             534                0.8         0          0     
Prediction accuracy  = 53 out of 77 (68.83%)
--- Session ended : 2021-08-21-144959
