--- Session started : 2021-08-20-140000
Algorithm being used is 'Remove incomplete Records'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              81                  1          0          1     
1              81                  1          1          1     
2              81                  1          0          1     
3              26                  1          0          0     
4              81                  1          1          1     
5              152                 1          0          0     
6              104                 1          0          0     
7              81                  1          1          1     
8              81                  1          0          1     
9              81                  1          0          1     
10             81                  1          1          1     
11             8                  0.9         0          0     
12             53                  1          0          0     
13             152                 1          0          0     
14             135                 1          0          0     
15             46                  1          0          0     
16             81                  1          1          1     
17             159                 1          0          0     
18             27                  1          0          1     
19             71                  1          0          0     
20             32                  1          0          0     
21             8                   1          0          0     
22             97                  1          0          0     
23             172                 1          0          0     
24             4                   1          1          0     
25             81                  1          1          1     
26             135                 1          0          0     
27             81                 0.9         0          1     
28             81                  1          0          1     
29             152                 1          0          0     
30             188                 1          0          0     
31             110                 1          0          0     
32             80                  1          0          0     
33             150                 1          1          0     
34             164                 1          1          0     
35             81                  1          0          1     
36             152                0.9         0          0     
37             162                 1          1          0     
38             152                 1          1          0     
39             176                 1          1          1     
40             88                  1          1          0     
41             81                  1          1          1     
42             158                 1          0          0     
43             108                 1          0          0     
44             22                  1          1          0     
45             8                  0.9         1          0     
46             30                  1          0          0     
47             185                 1          0          1     
48             81                  1          0          1     
49             44                  1          0          0     
50             82                  1          0          1     
51             83                  1          0          1     
52             81                  1          1          1     
53             27                  1          1          1     
54             81                  1          1          1     
55             81                  1          0          1     
56             5                   1          0          1     
57             134                 1          0          0     
58             81                  1          1          1     
59             53                  1          0          0     
60             145                 1          1          0     
61             152                 1          0          0     
62             53                  1          0          0     
63             84                  1          0          0     
64             99                  1          1          0     
65             8                  0.9         0          0     
66             71                  1          0          0     
67             152                 1          0          0     
68             62                  1          0          1     
69             36                  1          1          0     
70             152                 1          0          0     
71             152                0.9         0          0     
72             28                  1          0          0     
73             10                  1          0          0     
74             16                  1          0          0     
75             180                 1          0          0     
76             81                  1          1          1     
77             71                  1          0          0     
78             8                  0.9         1          0     
79             112                 1          0          0     
80             94                  1          0          0     
81             81                  1          0          1     
82             152                 1          0          0     
83             110                 1          0          0     
84             69                  1          0          0     
85             81                  1          1          1     
86             110                 1          0          0     
87             41                  1          0          0     
88             152                 1          0          0     
89             81                  1          0          1     
90             159                 1          0          0     
91             152                 1          0          0     
92             81                  1          1          1     
93             81                  1          0          1     
94             81                  1          0          1     
95             81                  1          1          1     
96             59                  1          0          0     
97             115                 1          0          0     
98             166                 1          0          0     
99             152                 1          0          0     
100            161                 1          0          1     
101            72                  1          0          1     
102            76                  1          1          1     
103            90                  1          1          1     
104            81                  1          0          1     
105            186                 1          0          0     
106            8                  0.9         1          0     
107            82                  1          1          1     
108            81                  1          1          1     
109            144                 1          1          1     
110            81                  1          0          1     
111            152                 1          0          0     
112            33                  1          1          1     
113            113                0.8         0          0     
114            151                 1          1          1     
115            71                  1          1          0     
116            81                  1          0          1     
117            10                  1          0          0     
118            10                  1          0          0     
119            146                 1          1          0     
120            81                  1          1          1     
121            81                  1          1          1     
122            46                  1          0          0     
123            166                 1          0          0     
124            6                   1          0          0     
125            186                 1          0          0     
126            81                  1          0          1     
127            81                  1          1          1     
128            159                 1          0          0     
129            8                  0.9         1          0     
130            81                  1          0          1     
131            186                 1          0          0     
132            148                 1          1          1     
133            81                  1          0          1     
134            136                 1          0          0     
135            158                 1          0          0     
136            38                  1          1          0     
137            152                 1          0          0     
138            81                  1          0          1     
139            41                  1          1          0     
140            152                 1          0          0     
141            53                  1          0          0     
142            81                  1          1          1     
143            36                  1          0          0     
144            81                  1          1          1     
145            8                  0.9         1          0     
146            51                  1          0          1     
147            81                  1          0          1     
148            152                 1          0          0     
149            173                 1          1          1     
150            118                 1          0          0     
151            152                 1          0          0     
152            81                  1          1          1     
153            81                  1          0          1     
154            81                  1          0          1     
155            154                 1          0          0     
156            27                  1          1          1     
157            174                 1          0          0     
158            81                  1          0          1     
159            152                 1          0          0     
160            81                  1          0          1     
161            81                  1          1          1     
162            152                 1          0          0     
163            44                  1          0          0     
164            111                 1          1          0     
165            181                 1          0          0     
166            152                 1          0          0     
167            169                 1          1          1     
168            81                  1          1          1     
169            152                 1          0          0     
170            160                 1          0          1     
171            81                  1          1          1     
172            81                  1          1          1     
173            152                 1          0          0     
174            148                 1          1          1     
175            8                  0.9         0          0     
176            152                 1          0          0     
177            24                  1          0          0     
178            81                  1          0          1     
179            185                 1          1          1     
180            66                  1          0          1     
181            31                  1          0          0     
182            186                 1          1          0     
183            81                  1          0          1     
184            178                 1          0          0     
185            1                   1          0          1     
186            81                  1          1          1     
187            11                  1          0          1     
188            152                 1          1          0     
189            81                  1          0          1     
190            152                 1          1          0     
191            184                 1          0          0     
192            152                 1          0          0     
193            54                  1          1          0     
194            48                  1          0          1     
195            8                  0.9         1          0     
196            81                  1          0          1     
197            8                  0.9         0          0     
198            81                  1          1          1     
199            90                  1          0          1     
200            81                  1          1          1     
201            42                  1          0          0     
202            159                 1          1          0     
203            133                 1          0          0     
204            152                 1          0          0     
205            23                  1          1          0     
206            71                  1          1          0     
207            8                  0.9         0          0     
208            180                 1          0          0     
209            81                  1          1          1     
210            10                  1          1          0     
211            91                  1          0          0     
212            71                  1          0          0     
213            146                 1          0          0     
214            152                 1          0          0     
215            103                 1          0          1     
216            66                  1          1          1     
217            154                 1          0          0     
218            81                  1          0          1     
219            173                 1          1          1     
220            157                 1          1          0     
221            81                  1          1          1     
222            8                   1          0          0     
223            159                 1          0          0     
224            99                  1          0          0     
225            16                  1          1          0     
226            11                  1          0          1     
227            152                 1          1          0     
228            91                  1          1          0     
229            37                  1          1          0     
230            84                  1          0          0     
231            8                  0.9         1          0     
232            15                  1          0          1     
233            81                  1          0          1     
234            78                  1          1          1     
235            18                  1          0          0     
236            81                  1          1          1     
237            81                  1          1          1     
238            81                  1          0          1     
239            186                 1          1          0     
240            95                  1          0          0     
241            81                  1          0          1     
242            10                  1          0          0     
243            81                  1          1          1     
244            104                 1          0          0     
245            152                 1          1          0     
246            81                  1          1          1     
247            152                 1          0          0     
248            62                  1          1          1     
249            152                 1          0          0     
250            152                 1          0          0     
251            6                   1          1          0     
252            81                  1          0          1     
253            71                  1          1          0     
254            152                 1          1          0     
255            81                  1          0          1     
256            98                  1          0          0     
257            165                 1          0          0     
258            126                 1          1          0     
259            81                  1          0          1     
260            171                 1          0          0     
261            144                 1          1          1     
262            81                  1          0          1     
263            28                  1          1          0     
264            59                  1          0          0     
265            81                  1          1          1     
266            81                  1          0          1     
267            20                  1          0          0     
268            74                  1          1          0     
269            81                  1          0          1     
270            169                 1          0          1     
271            20                  1          0          0     
272            80                  1          1          0     
273            46                  1          0          0     
274            188                 1          1          0     
275            81                  1          0          1     
276            6                   1          1          0     
277            81                  1          0          1     
278            81                  1          1          1     
279            83                  1          0          1     
280            102                 1          0          0     
281            81                  1          0          1     
282            152                 1          0          0     
283            81                  1          1          1     
284            32                  1          0          0     
285            152                 1          0          0     
286            179                 1          1          1     
287            152                 1          0          0     
288            152                 1          0          0     
289            152                 1          0          0     
290            81                  1          0          1     
291            173                 1          0          1     
292            152                 1          0          0     
293            169                 1          0          1     
294            1                   1          0          1     
295            170                 1          0          0     
296            81                  1          1          1     
297            152                 1          0          0     
298            10                  1          0          0     
299            5                   1          1          1     
300            155                 1          0          0     
301            164                 1          0          0     
302            127                 1          0          0     
303            81                  1          0          1     
304            128                 1          0          0     
305            81                 0.9         0          1     
306            145                 1          0          0     
307            147                 1          1          0     
Prediction accuracy  = 193 out of 308 (62.66%)
--- Session ended : 2021-08-20-140000
