--- Session started : 2021-08-25-091840
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              15                  1          0          0     
1              23                  1          0          0     
2              58                  1          0          0     
3              17                  1          0          0     
4              35                  1          1          0     
5              8                   1          1          1     
6              25                  1          1          0     
7              51                  1          0          1     
8              101                 1          0          1     
9              72                  1          0          1     
10             43                  1          1          0     
11             51                  1          1          1     
12             82                  1          0          1     
13             59                  1          1          1     
14             25                  1          1          0     
15             15                  1          0          0     
16             56                  1          1          1     
17             30                  1          0          0     
18             76                  1          0          0     
19             62                  1          0          0     
20             41                  1          1          0     
21             39                  1          0          0     
22             103                 1          1          0     
23             39                  1          0          0     
24             112                 1          1          1     
25             6                   1          0          1     
26             97                  1          0          0     
27             58                  1          1          0     
28             36                  1          1          0     
29             95                  1          0          0     
30             5                   1          0          1     
31             56                  1          0          1     
32             55                  1          0          0     
33             66                  1          0          0     
34             23                  1          0          0     
35             40                  1          0          0     
36             81                  1          1          0     
37             35                  1          1          0     
38             81                  1          1          0     
39             16                  1          0          1     
40             9                   1          0          0     
41             22                 0.7         1          0     
42             18                  1          0          0     
43             113                 1          1          1     
44             72                  1          0          1     
45             9                   1          1          0     
46             22                  1          0          0     
47             27                  1          0          0     
48             53                  1          0          0     
49             52                  1          1          1     
50             65                  1          0          0     
51             85                  1          0          0     
52             63                  1          0          0     
53             109                 1          0          1     
54             29                  1          1          0     
55             84                  1          0          0     
56             72                  1          1          1     
57             107                 1          1          0     
58             25                  1          1          0     
59             35                  1          1          0     
60             113                 1          0          1     
61             36                  1          0          0     
62             8                   1          0          1     
63             9                   1          0          0     
64             108                 1          1          1     
65             58                  1          0          0     
66             5                   1          0          1     
67             86                  1          0          0     
68             9                   1          1          0     
69             17                  1          1          0     
70             81                  1          0          0     
71             4                   1          0          0     
72             22                 0.8         0          0     
73             101                 1          1          1     
74             107                 1          1          0     
75             13                  1          0          0     
76             82                  1          1          1     
77             103                 1          1          0     
78             23                  1          0          0     
79             60                  1          0          1     
80             6                   1          0          1     
81             56                  1          0          1     
82             111                 1          1          0     
83             28                  1          0          0     
84             62                  1          0          0     
85             13                  1          0          0     
86             14                  1          1          1     
87             73                  1          0          0     
88             113                 1          0          1     
89             94                  1          1          0     
90             24                  1          1          0     
91             40                  1          0          0     
92             58                  1          1          0     
93             39                  1          0          0     
94             70                  1          1          0     
95             60                  1          0          1     
96             94                  1          1          0     
97             5                   1          0          1     
98             9                   1          0          0     
99             2                   1          0          1     
100            43                  1          0          0     
101            90                  1          0          0     
102            39                  1          0          0     
103            101                 1          0          1     
104            58                  1          1          0     
105            36                  1          1          0     
106            74                  1          0          0     
107            58                  1          1          0     
108            13                  1          0          0     
109            43                  1          1          0     
110            58                  1          0          0     
111            64                  1          0          1     
112            39                  1          0          0     
113            72                  1          1          1     
114            15                  1          1          0     
115            61                  1          0          0     
116            57                  1          1          1     
117            107                 1          0          0     
118            29                  1          1          0     
119            35                  1          0          0     
120            21                  1          1          1     
121            83                  1          1          1     
122            59                  1          1          1     
123            92                  1          0          0     
124            92                  1          0          0     
125            95                  1          0          0     
126            83                  1          0          1     
