--- Session started : 2021-08-19-163025
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              203                 1          1          1     
1              386                 1          0          0     
2              169                 1          0          0     
3              177                 1          1          1     
4              193                 1          1          0     
5              116                 1          1          1     
6              83                  1          1          1     
7              87                  1          1          0     
8              122                 1          0          0     
9              473                 1          0          0     
10             116                 1          0          1     
11             62                  1          0          0     
12             418                 1          1          0     
13             99                  1          1          0     
14             214                 1          1          1     
15             131                 1          1          0     
16             64                  1          1          1     
17             194                 1          1          1     
18             63                  1          1          1     
19             340                 1          1          0     
20             496                 1          0          0     
21             207                 1          0          1     
22             31                  1          0          0     
23             487                 1          0          1     
24             106                 1          0          0     
25             64                  1          1          1     
26             447                 1          1          0     
27             22                  1          1          1     
28             165                 1          1          1     
29             422                 1          0          0     
30             303                 1          1          0     
31             272                 1          0          0     
32             318                 1          0          0     
33             106                 1          0          0     
34             71                  1          1          1     
35             427                 1          1          0     
36             215                 1          1          1     
37             351                 1          0          0     
38             465                 1          0          0     
39             22                  1          1          1     
40             65                  1          1          0     
41             130                 1          0          0     
42             80                  1          1          1     
43             278                 1          0          0     
44             328                 1          0          1     
45             325                 1          0          0     
46             392                 1          1          0     
47             175                 1          0          1     
48             54                  1          0          0     
49             196                 1          0          0     
50             0                   1          1          0     
51             490                 1          1          0     
52             297                 1          0          0     
53             57                  1          0          0     
54             431                 1          0          1     
55             243                 1          0          0     
56             249                 1          0          1     
57             163                 1          1          1     
58             151                 1          1          1     
59             25                  1          0          1     
60             35                  1          0          0     
61             139                 1          0          0     
62             354                 1          0          0     
63             184                 1          1          0     
64             357                 1          1          0     
65             215                 1          0          1     
66             456                 1          0          0     
67             250                 1          1          1     
68             41                  1          0          1     
69             86                  1          0          0     
70             315                 1          1          1     
71             359                 1          1          0     
72             251                 1          0          0     
73             417                 1          0          0     
74             445                 1          0          0     
75             100                 1          0          0     
76             210                 1          0          1     
77             225                 1          0          0     
78             477                 1          0          0     
79             63                  1          1          1     
80             241                 1          0          0     
81             225                 1          0          0     
82             253                 1          1          0     
83             398                 1          0          0     
84             214                 1          0          1     
85             418                 1          1          0     
86             243                 1          0          0     
87             207                 1          1          1     
88             150                 1          0          0     
89             182                 1          0          1     
90             262                 1          0          1     
91             100                 1          0          0     
92             442                 1          0          0     
93             496                 1          0          0     
94             229                 1          1          1     
95             335                 1          1          0     
96             398                 1          1          0     
97             174                 1          0          0     
98             273                 1          0          1     
99             338                 1          0          0     
100            477                 1          0          0     
101            445                 1          1          0     
102            351                 1          0          0     
103            347                 1          1          0     
104            141                 1          0          0     
105            159                 1          0          0     
106            41                  1          0          1     
107            311                 1          1          0     
108            426                 1          0          1     
109            191                 1          1          1     
110            153                 1          0          0     
111            212                 1          1          0     
112            322                 1          0          0     
113            203                 1          1          1     
114            173                 1          0          0     
115            262                 1          1          1     
116            150                 1          0          0     
117            365                 1          0          0     
118            347                 1          0          0     
119            228                 1          1          0     
120            128                 1          1          1     
121            150                 1          0          0     
122            309                 1          1          0     
123            55                  1          0          0     
124            263                 1          0          0     
125            128                 1          0          1     
126            273                 1          0          1     
127            62                  1          1          0     
128            302                 1          0          0     
129            64                  1          0          1     
130            355                 1          0          1     
131            303                 1          1          0     
132            311                 1          0          0     
133            447                 1          1          0     
134            148                 1          1          1     
135            474                 1          0          0     
136            421                 1          1          0     
137            407                 1          1          0     
138            306                 1          0          1     
139            316                 1          1          0     
140            127                 1          0          0     
141            385                 1          1          0     
142            320                 1          1          1     
143            188                 1          1          0     
144            149                 1          0          1     
145            41                  1          0          1     
146            320                 1          1          1     
147            421                 1          0          0     
148            363                 1          0          0     
149            106                 1          1          0     
150            302                 1          0          0     
151            284                 1          0          0     
152            494                 1          1          0     
153            213                 1          0          0     
154            278                 1          1          0     
155            311                 1          0          0     
156            387                 1          1          1     
157            193                 1          0          0     
158            243                 1          0          0     
159            159                 1          0          0     
160            481                 1          0          0     
161            466                 1          0          1     
162            435                 1          1          0     
163            473                 1          0          0     
164            91                  1          1          0     
165            472                 1          0          0     
166            471                 1          1          1     
167            64                  1          1          1     
168            449                 1          1          1     
169            346                 1          0          0     
170            205                 1          0          1     
171            432                 1          0          1     
172            398                 1          1          0     
173            271                 1          0          0     
