--- Session started : 2021-08-19-163031
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              58                  1          0          0     
1              177                 1          1          1     
2              389                 1          1          0     
3              292                 1          1          0     
4              388                 1          0          1     
5              3                   1          0          1     
6              111                 1          1          1     
7              38                  1          1          0     
8              435                 1          1          0     
9              456                 1          0          0     
10             299                 1          0          0     
11             348                 1          0          1     
12             456                 1          1          0     
13             498                 1          0          0     
14             437                 1          0          0     
15             489                 1          0          0     
16             107                 1          0          0     
17             473                 1          0          0     
18             142                 1          0          1     
19             123                 1          0          0     
20             490                 1          1          1     
21             393                 1          1          1     
22             352                 1          0          0     
23             207                 1          0          1     
24             0                   1          1          0     
25             181                 1          0          0     
26             430                 1          0          1     
27             469                 1          1          1     
28             487                 1          1          1     
29             399                 1          1          0     
30             41                  1          1          1     
31             44                  1          0          0     
32             451                 1          0          0     
33             291                 1          0          0     
34             55                  1          0          0     
35             103                 1          0          0     
36             190                 1          0          0     
37             80                  1          0          1     
38             188                 1          1          0     
39             469                 1          1          1     
40             44                  1          1          0     
41             286                 1          0          0     
42             300                 1          0          0     
43             236                 1          1          0     
44             455                 1          0          1     
45             469                 1          1          1     
46             142                 1          0          1     
47             490                 1          0          1     
48             226                 1          0          0     
49             114                 1          0          1     
50             67                  1          0          0     
51             420                 1          1          0     
52             200                 1          1          0     
53             111                 1          0          1     
54             206                 1          1          1     
55             351                 1          0          1     
56             24                  1          0          0     
57             493                 1          1          1     
58             464                 1          1          1     
59             60                  1          0          0     
60             13                  1          1          0     
61             312                 1          0          1     
62             176                 1          1          1     
63             393                 1          1          1     
64             237                 1          0          0     
65             212                 1          1          1     
66             406                 1          0          0     
67             426                 1          0          1     
68             14                  1          1          1     
69             393                 1          0          1     
70             497                 1          0          0     
71             225                 1          0          0     
72             103                 1          1          0     
73             355                 1          0          0     
74             198                 1          1          1     
75             281                 1          1          1     
76             489                 1          0          0     
77             38                  1          1          0     
78             279                 1          0          0     
79             71                  1          0          0     
80             337                 1          0          0     
81             453                 1          0          0     
82             59                  1          1          0     
83             34                  1          0          0     
84             249                 1          0          0     
85             78                  1          0          0     
86             420                 1          1          0     
87             265                 1          0          1     
88             457                 1          0          0     
89             419                 1          1          0     
90             80                  1          0          1     
91             222                 1          1          1     
92             300                 1          0          0     
93             316                 1          1          0     
94             41                  1          0          1     
95             266                 1          1          0     
96             305                 1          0          1     
97             16                  1          0          0     
98             442                 1          0          0     
99             186                 1          1          1     
100            14                  1          0          1     
101            186                 1          0          1     
102            453                 1          0          0     
103            206                 1          1          1     
104            106                 1          0          0     
105            225                 1          0          0     
106            64                  1          0          0     
107            11                  1          1          1     
108            271                 1          0          0     
109            396                 1          0          1     
110            362                 1          1          0     
111            389                 1          0          0     
112            206                 1          1          1     
113            0                   1          0          0     
114            67                  1          0          0     
115            479                 1          0          0     
116            140                 1          0          1     
117            196                 1          1          1     
118            14                  1          0          1     
119            315                 1          0          1     
120            274                 1          1          1     
121            158                 1          0          1     
122            164                 1          0          0     
123            10                  1          0          1     
124            393                 1          1          1     
125            212                 1          1          1     
126            252                 1          0          1     
127            270                 1          0          0     
128            489                 1          0          0     
129            325                 1          1          0     
130            271                 1          0          0     
131            423                 1          1          0     
132            348                 1          0          1     
133            413                 1          0          0     
134            41                  1          0          1     
135            44                  1          1          0     
136            342                 1          1          0     
137            267                 1          1          1     
138            388                 1          1          1     
139            400                 1          0          0     
140            47                  1          0          0     
141            268                 1          1          0     
142            226                 1          1          0     
143            470                 1          0          0     
144            332                 1          1          0     
145            430                 1          1          1     
146            447                 1          0          0     
147            456                 1          0          0     
148            198                 1          0          1     
149            469                 1          0          1     
150            186                 1          0          1     
151            187                 1          0          1     
152            212                 1          1          1     
153            164                 1          0          0     
154            3                   1          0          1     
155            276                 1          0          0     
156            402                 1          0          0     
157            312                 1          0          1     
158            449                 1          1          1     
159            52                  1          0          0     
160            412                 1          1          1     
161            251                 1          0          0     
162            255                 1          1          0     
163            341                 1          0          0     
164            304                 1          0          0     
165            144                 1          0          0     
166            251                 1          1          0     
167            159                 1          1          0     
168            108                 1          0          0     
169            88                  1          0          0     
170            390                 1          1          0     
171            490                 1          0          1     
172            481                 1          0          0     
173            86                  1          1          0     
174            407                 1          0          0     
175            159                 1          1          0     
176            231                 1          0          1     
177            184                 1          1          1     
178            206                 1          1          1     
179            221                 1          1          0     
180            345                 1          0          0     
181            333                 1          0          0     
182            146                 1          0          0     
183            426                 1          0          1     
184            241                 1          0          1     
185            284                 1          1          1     
186            402                 1          0          0     
187            342                 1          0          0     
188            492                 1          0          1     
189            417                 1          0          0     
190            254                 1          0          0     
191            211                 1          0          0     
192            255                 1          0          0     
193            168                 1          0          1     
194            264                 1          0          1     
195            144                 1          0          0     
196            477                 1          0          1     
197            471                 1          0          0     
198            389                 1          1          0     
199            345                 1          0          0     
200            144                 1          0          0     
201            151                 1          0          0     
202            169                 1          0          1     
203            291                 1          0          0     
204            419                 1          0          0     
205            300                 1          1          0     
206            227                 1          0          0     
207            155                 1          0          1     
208            401                 1          0          0     
209            198                 1          0          1     
210            222                 1          0          1     
211            232                 1          0          1     
212            212                 1          0          1     
213            32                  1          0          0     
214            412                 1          0          1     
215            28                  1          1          1     
216            110                 1          0          1     
217            339                 1          0          0     
218            339                 1          0          0     
219            44                  1          0          0     
220            418                 1          0          0     
221            253                 1          0          1     
222            188                 1          1          0     
223            432                 1          0          1     
224            334                 1          0          1     
225            276                 1          0          0     
226            60                  1          1          0     
227            21                  1          1          1     
228            206                 1          0          1     
229            226                0.9         0          0     
230            362                 1          0          0     
231            453                 1          0          0     
232            426                 1          0          1     
233            482                 1          0          1     
234            254                 1          0          0     
235            196                 1          1          1     
236            407                 1          0          0     
237            287                 1          1          1     
238            280                 1          1          0     
239            208                 1          0          1     
240            244                 1          0          0     
241            21                  1          1          1     
242            115                 1          0          0     
243            340                 1          0          0     
244            351                 1          0          1     
245            406                 1          0          0     
246            455                 1          1          1     
247            238                 1          0          1     
248            55                  1          0          0     
249            38                  1          1          0     
250            33                  1          0          0     
251            77                  1          0          0     
252            171                 1          1          0     
253            260                 1          0          0     
254            366                 1          0          0     
255            455                 1          1          1     
256            15                  1          0          0     
257            104                 1          0          0     
258            493                 1          0          1     
259            418                 1          0          0     
260            88                  1          1          0     
261            253                 1          0          1     
262            51                  1          0          1     
263            176                 1          1          1     
264            143                 1          0          0     
265            237                 1          1          0     
266            184                 1          0          1     
267            90                  1          1          0     
268            196                 1          0          1     
Prediction accuracy  = 157 out of 269 (58.36%)
--- Session ended : 2021-08-19-163031
