--- Session started : 2021-08-21-145123
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              44                 0.8         0          0     
1              429                0.9         0          0     
2              272                0.9         1          0     
3              530                0.8         0          0     
4              272                0.8         0          0     
5              139                0.8         0          0     
6              139                0.8         0          0     
7              530                0.8         0          0     
8              272                0.8         1          0     
9              272                0.8         0          0     
10             429                0.9         0          0     
11             530                0.8         1          0     
12             530                0.8         0          0     
13             530                0.8         0          0     
14             429                0.9         0          0     
15             139                0.9         1          0     
16             429                0.9         1          0     
17             139                0.9         1          0     
18             61                 0.8         0          0     
19             139                0.8         0          0     
20             139                0.9         1          0     
21             272                0.9         0          0     
22             139                0.9         0          0     
23             530                0.8         1          0     
24             272                0.9         0          0     
25             272                0.9         1          0     
26             111                0.9         0          0     
27             272                0.9         1          0     
28             550                0.8         0          0     
29             272                0.9         0          0     
30             139                0.8         1          0     
31             323                0.8         0          0     
32             139                0.8         0          0     
33             272                0.8         1          0     
34             61                 0.9         0          0     
35             139                0.8         1          0     
36             139                0.8         1          0     
37             429                0.9         0          0     
38             272                0.9         1          0     
39             275                0.9         0          0     
40             139                0.8         1          0     
41             272                0.8         0          0     
42             323                0.8         1          0     
43             272                0.9         0          0     
44             139                0.8         0          0     
45             323                0.8         0          0     
46             272                0.9         1          0     
47             272                0.9         1          0     
48             139                0.8         1          0     
49             139                 1          1          0     
50             139                0.8         0          0     
51             139                0.9         0          0     
52             272                0.8         1          0     
53             44                 0.9         0          0     
54             139                0.8         1          0     
55             323                0.8         0          0     
56             272                0.8         0          0     
57             139                0.8         1          0     
58             530                0.8         1          0     
59             139                0.8         1          0     
60             272                0.9         0          0     
61             139                0.8         0          0     
62             272                0.8         1          0     
63             429                0.8         0          0     
64             111                0.9         1          0     
65             272                0.9         1          0     
66             139                0.9         0          0     
67             7                  0.8         0          0     
68             272                0.9         0          0     
69             272                0.8         0          0     
70             111                0.9         1          0     
71             111                0.9         0          0     
72             323                0.8         1          0     
73             280                0.9         0          0     
74             139                0.9         1          0     
75             61                 0.9         0          0     
76             550                0.8         0          0     
77             139                0.8         0          0     
78             139                0.8         0          0     
79             272                0.8         0          0     
80             272                0.9         0          0     
81             67                 0.8         0          0     
82             275                0.8         0          0     
83             477                0.8         0          0     
84             139                0.9         1          0     
85             272                0.8         0          0     
86             139                0.8         0          0     
87             323                0.8         0          0     
88             323                0.8         1          0     
89             530                0.8         0          0     
90             369                0.8         0          0     
91             272                0.9         0          0     
92             429                0.9         0          0     
93             272                0.9         1          0     
94             323                0.8         0          0     
95             187                0.8         0          0     
96             429                0.9         0          0     
97             272                0.9         0          0     
98             139                0.8         0          0     
99             139                0.9         1          0     
100            272                0.8         0          0     
101            139                0.8         0          0     
102            272                0.9         0          0     
103            323                0.8         0          0     
104            429                0.8         0          0     
105            530                0.8         0          0     
106            429                0.9         1          0     
107            61                 0.8         0          0     
108            61                 0.8         0          0     
109            530                0.8         0          0     
110            272                0.9         0          0     
111            272                0.8         0          0     
112            272                0.9         0          0     
113            429                0.8         1          0     
114            429                0.9         0          0     
115            530                0.8         0          0     
116            139                0.8         1          0     
117            111                0.9         0          0     
118            550                0.8         0          0     
119            272                0.9         0          0     
120            139                0.8         0          0     
121            272                0.8         1          0     
122            272                0.8         0          0     
123            530                0.7         0          0     
124            139                0.8         1          0     
125            530                0.8         0          0     
126            139                0.8         1          0     
127            530                0.8         0          0     
128            429                0.8         0          0     
129            272                0.9         0          0     
130            139                0.9         0          0     
131            272                0.9         0          0     
132            429                0.9         0          0     
133            272                0.9         0          0     
134            530                0.8         0          0     
135            139                0.8         0          0     
136            44                 0.9         0          0     
137            272                0.9         0          0     
138            139                0.8         0          0     
139            429                0.9         1          0     
140            272                0.9         1          0     
141            139                0.8         0          0     
142            111                0.9         0          0     
143            323                0.8         0          0     
144            530                0.8         0          0     
145            530                0.8         1          0     
146            272                0.9         1          0     
147            272                0.8         0          0     
148            550                0.8         0          0     
149            323                0.8         1          0     
150            429                0.9         0          0     
151            139                0.8         1          0     
152            429                0.9         1          0     
153            429                0.8         0          0     
Prediction accuracy  = 105 out of 154 (68.18%)
--- Session ended : 2021-08-21-145123
