--- Session started : 2021-08-21-145045
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              292                0.9         1          0     
1              54                 0.9         0          0     
2              125                0.9         0          0     
3              156                 1          0          0     
4              156                0.8         0          0     
5              54                 0.9         1          0     
6              292                0.9         1          0     
7              68                 0.8         0          0     
8              54                 0.8         0          0     
9              54                 0.8         0          0     
10             9                  0.8         0          0     
11             156                0.9         1          0     
12             292                0.9         0          0     
13             156                 1          1          0     
14             54                 0.9         0          0     
15             349                0.8         0          0     
16             292                0.9         0          0     
17             54                 0.9         0          0     
18             64                 0.9         1          0     
19             54                 0.9         1          0     
20             54                 0.8         1          0     
21             54                 0.9         1          0     
22             156                0.8         0          0     
23             156                0.8         0          0     
24             54                 0.9         0          0     
25             392                0.8         0          0     
26             156                0.8         1          0     
27             342                0.8         0          0     
28             156                0.9         1          0     
29             156                0.9         1          0     
30             156                0.8         1          0     
31             292                0.9         1          0     
32             54                 0.9         0          0     
33             456                0.8         0          0     
34             349                0.8         0          0     
35             301                0.8         0          0     
36             156                0.9         0          0     
37             9                  0.8         0          0     
38             292                0.9         1          0     
39             54                 0.9         0          0     
40             349                0.8         0          0     
41             349                0.8         1          0     
42             54                 0.9         0          0     
43             156                0.8         0          0     
44             156                0.9         0          0     
45             292                0.9         1          0     
46             156                0.8         0          0     
47             54                 0.9         0          0     
48             555                0.8         0          0     
49             64                 0.9         0          0     
50             292                0.9         0          0     
51             156                0.8         1          0     
52             156                0.8         1          0     
53             156                0.8         0          0     
54             349                0.8         0          0     
55             156                0.9         1          0     
56             292                0.8         1          0     
57             156                0.8         1          0     
58             64                 0.9         0          0     
59             156                0.8         1          0     
60             349                0.8         1          0     
61             54                 0.9         0          0     
62             9                  0.8         0          0     
63             555                0.8         0          0     
64             156                0.8         0          0     
65             555                0.8         0          0     
66             349                0.8         1          0     
67             68                 0.8         0          0     
68             54                 0.9         0          0     
69             591                0.8         0          0     
70             156                0.9         0          0     
71             156                0.9         1          0     
72             156                0.8         0          0     
73             349                0.8         1          0     
74             68                 0.9         0          0     
75             555                0.8         0          0     
76             349                0.8         0          0     
77             54                 0.8         0          0     
78             156                0.8         0          0     
79             555                0.8         0          0     
80             156                0.8         0          0     
81             292                0.9         1          0     
82             555                0.8         0          0     
83             349                0.8         0          0     
84             156                0.8         0          0     
85             68                 0.9         0          0     
86             349                0.8         0          0     
87             54                 0.8         1          0     
88             555                0.8         1          0     
89             64                 0.9         1          0     
90             292                0.9         1          0     
91             292                0.9         0          0     
92             156                0.8         1          0     
93             292                0.9         0          0     
94             54                 0.8         0          0     
95             156                0.8         1          0     
96             64                 0.9         0          0     
97             54                 0.9         0          0     
98             9                  0.8         0          0     
99             54                 0.9         0          0     
100            555                0.8         0          0     
101            156                0.8         0          0     
102            64                 0.9         0          0     
103            64                 0.9         0          0     
104            349                0.8         0          0     
105            54                 0.8         1          0     
106            156                0.8         0          0     
107            292                0.9         0          0     
108            292                0.8         0          0     
109            292                0.9         1          0     
110            349                0.8         0          0     
111            156                0.9         1          0     
112            156                0.8         1          0     
113            54                 0.9         1          0     
114            64                 0.9         1          0     
115            555                0.8         1          0     
Prediction accuracy  = 75 out of 116 (64.66%)
--- Session ended : 2021-08-21-145045
