--- Session started : 2021-08-21-145039
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              296                0.9         1          0     
1              155                 1          0          0     
2              155                0.8         0          0     
3              351                0.8         0          0     
4              296                0.8         1          0     
5              351                0.8         0          0     
6              577                0.8         0          0     
7              452                0.9         0          0     
8              40                 0.9         0          0     
9              296                0.8         0          0     
10             296                0.9         0          0     
11             351                0.8         1          0     
12             155                0.9         1          0     
13             155                0.8         0          0     
14             155                0.8         0          0     
15             296                0.8         0          0     
16             68                 0.9         0          0     
17             452                0.9         1          0     
18             155                0.9         0          0     
19             351                0.8         0          0     
20             296                0.9         1          0     
21             560                0.8         1          0     
22             296                0.9         1          0     
23             296                0.8         0          0     
24             452                0.8         1          0     
25             155                0.8         1          0     
26             296                0.9         0          0     
27             452                0.8         0          0     
28             560                0.8         1          0     
29             296                0.9         0          0     
30             560                0.8         0          0     
31             124                0.9         1          0     
32             296                0.8         0          0     
33             155                0.9         1          0     
34             577                0.8         1          0     
35             155                0.8         1          0     
36             296                0.9         0          0     
37             351                0.8         0          0     
38             155                0.9         1          0     
39             40                 0.9         0          0     
40             296                0.9         0          0     
41             124                0.9         0          0     
42             155                0.9         0          0     
43             296                0.8         0          0     
44             351                0.8         0          0     
45             296                0.9         0          0     
46             351                0.8         0          0     
47             305                0.9         0          0     
48             124                0.9         1          0     
49             351                0.8         0          0     
50             155                0.8         0          0     
51             155                0.8         0          0     
52             155                0.8         0          0     
53             296                0.9         1          0     
54             452                0.9         0          0     
55             296                0.9         0          0     
56             155                0.8         0          0     
57             296                0.9         0          0     
58             577                0.8         0          0     
59             155                0.8         1          0     
60             452                0.9         1          0     
61             8                  0.8         0          0     
62             296                0.9         1          0     
63             155                0.8         1          0     
64             155                0.9         1          0     
65             351                0.8         1          0     
66             296                0.8         1          0     
67             155                0.9         1          0     
68             155                0.9         0          0     
69             155                0.8         0          0     
70             155                0.8         1          0     
71             296                0.9         0          0     
72             296                0.8         0          0     
73             155                0.9         1          0     
74             296                0.9         1          0     
75             296                0.9         0          0     
76             296                0.9         0          0     
77             155                0.8         0          0     
78             311                0.9         0          0     
79             155                0.9         1          0     
80             296                0.9         1          0     
81             577                0.8         0          0     
82             452                0.8         1          0     
83             296                0.9         0          0     
84             296                0.9         0          0     
85             124                0.8         0          0     
86             68                 0.8         0          0     
87             560                0.8         1          0     
88             305                0.9         0          0     
89             155                0.8         1          0     
90             155                0.8         1          0     
91             351                0.8         0          0     
92             155                0.9         0          0     
93             8                  0.8         0          0     
94             155                0.8         0          0     
95             296                0.9         0          0     
96             560                0.8         0          0     
97             68                 0.8         0          0     
98             296                0.9         1          0     
99             155                0.8         0          0     
100            560                0.8         0          0     
101            155                0.9         0          0     
102            452                0.8         1          0     
103            296                0.9         0          0     
104            296                0.9         0          0     
105            155                0.9         0          0     
106            155                0.8         0          0     
107            452                0.8         0          0     
108            452                0.8         0          0     
109            296                0.9         1          0     
110            351                0.9         0          0     
111            155                0.8         0          0     
112            155                0.8         0          0     
113            305                0.9         0          0     
114            296                0.9         0          0     
115            296                0.9         0          0     
Prediction accuracy  = 78 out of 116 (67.24%)
--- Session ended : 2021-08-21-145039
