--- Session started : 2021-08-21-145032
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              292                0.9         0          0     
1              154                0.8         1          0     
2              558                0.8         0          0     
3              61                 0.9         0          0     
4              49                 0.9         0          0     
5              154                0.8         0          0     
6              49                 0.9         1          0     
7              292                0.8         0          0     
8              154                0.9         1          0     
9              154                0.8         0          0     
10             154                0.8         0          0     
11             49                 0.9         1          0     
12             49                 0.9         0          0     
13             61                 0.8         0          0     
14             580                0.8         0          0     
15             558                0.8         1          0     
16             49                 0.9         1          0     
17             154                0.8         1          0     
18             558                0.8         0          0     
19             154                0.9         1          0     
20             154                0.8         0          0     
21             154                0.8         1          0     
22             154                0.9         1          0     
23             49                 0.9         0          0     
24             345                0.8         0          0     
25             558                0.8         1          0     
26             558                0.8         0          0     
27             391                0.8         0          0     
28             44                 0.9         0          0     
29             558                0.8         0          0     
30             61                 0.9         1          0     
31             154                0.8         1          0     
32             49                 0.9         0          0     
33             292                0.9         0          0     
34             49                 0.9         0          0     
35             49                 0.8         1          0     
36             49                 0.9         0          0     
37             558                0.8         1          0     
38             154                0.9         1          0     
39             345                0.8         1          0     
40             154                0.8         1          0     
41             580                0.7         0          0     
42             61                 0.8         0          0     
43             154                0.8         0          0     
44             49                 0.9         1          0     
45             154                0.9         0          0     
46             154                0.9         0          0     
47             558                0.8         1          0     
48             154                0.9         1          0     
49             558                0.8         1          0     
50             154                0.8         0          0     
51             154                0.8         1          0     
52             580                0.8         0          0     
53             61                 0.9         1          0     
54             49                 0.9         0          0     
55             49                 0.9         0          0     
56             49                 0.8         0          0     
57             123                0.9         0          0     
58             154                0.8         0          0     
59             44                 0.9         0          0     
60             154                0.8         1          0     
61             49                 0.9         0          0     
62             154                0.8         0          0     
63             292                0.9         0          0     
64             154                0.8         1          0     
65             49                 0.9         0          0     
66             558                0.8         1          0     
67             154                0.9         1          0     
68             49                 0.9         0          0     
69             292                0.9         1          0     
70             154                0.8         0          0     
71             154                0.8         1          0     
72             154                0.8         1          0     
73             154                0.8         1          0     
74             49                 0.8         1          0     
75             154                0.8         0          0     
76             391                0.8         0          0     
77             292                0.9         1          0     
78             154                0.9         0          0     
79             49                 0.9         1          0     
80             292                0.9         1          0     
81             49                 0.9         0          0     
82             456                0.8         0          0     
83             154                0.8         0          0     
84             292                0.9         0          0     
85             49                 0.9         1          0     
86             49                 0.8         0          0     
87             345                0.8         0          0     
88             61                 0.8         0          0     
89             154                0.8         0          0     
90             49                 0.9         0          0     
91             345                0.8         0          0     
92             456                0.8         0          0     
93             123                0.9         0          0     
94             154                0.8         0          0     
95             345                0.8         0          0     
96             154                0.9         0          0     
97             49                 0.9         0          0     
98             154                0.8         0          0     
99             300                0.9         0          0     
100            49                 0.9         1          0     
101            49                 0.8         0          0     
102            345                0.8         1          0     
103            67                 0.8         0          0     
104            292                0.9         1          0     
105            61                 0.9         1          0     
106            580                0.8         0          0     
107            558                0.8         0          0     
108            580                0.8         1          0     
109            49                 0.8         1          0     
110            154                0.8         0          0     
111            345                0.8         0          0     
112            67                 0.8         0          0     
113            154                0.9         0          0     
114            154                0.8         0          0     
115            292                0.9         0          0     
Prediction accuracy  = 73 out of 116 (62.93%)
--- Session ended : 2021-08-21-145032
