--- Session started : 2021-08-25-160937
Algorithm being used is 'Remove Incomplete Records'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              74                  1          0          1     
1              19                  1          0          0     
2              77                  1          1          0     
3              56                  1          0          0     
4              45                  1          0          0     
5              45                  1          0          0     
6              76                  1          0          0     
7              82                  1          0          0     
8              54                  1          0          0     
9              54                  1          0          0     
10             80                  1          0          1     
11             65                  1          1          0     
12             78                  1          0          1     
13             5                   1          1          0     
14             13                  1          0          0     
15             40                  1          1          1     
16             81                  1          0          0     
17             73                  1          1          0     
18             75                  1          0          0     
19             54                  1          0          0     
20             19                  1          0          0     
21             8                   1          0          0     
22             36                  1          0          1     
23             36                  1          1          1     
24             61                  1          1          0     
25             53                  1          0          0     
26             44                  1          0          0     
27             23                  1          0          0     
28             11                  1          1          0     
29             68                  1          0          0     
30             11                  1          0          0     
31             74                  1          0          1     
32             4                   1          0          0     
33             27                  1          0          1     
34             53                  1          1          0     
35             12                  1          0          0     
36             4                   1          0          0     
37             22                  1          1          1     
38             23                  1          0          0     
39             12                  1          0          0     
40             56                  1          1          0     
41             81                  1          0          0     
42             71                  1          1          1     
43             69                  1          0          0     
44             44                  1          1          0     
45             53                  1          1          0     
46             58                  1          0          0     
47             68                  1          0          0     
48             8                   1          0          0     
49             51                  1          0          0     
50             43                  1          0          0     
51             3                   1          0          1     
52             11                  1          0          0     
53             49                  1          0          0     
54             35                  1          0          1     
55             21                  1          0          0     
56             58                  1          0          0     
57             29                  1          0          0     
58             61                  1          0          0     
59             4                   1          0          0     
60             44                  1          0          0     
61             57                  1          0          0     
62             68                  1          1          0     
63             68                  1          0          0     
64             73                  1          0          0     
65             45                  1          0          0     
66             35                  1          0          1     
67             4                   1          0          0     
68             4                   1          0          0     
69             8                   1          0          0     
70             81                  1          0          0     
71             51                  1          0          0     
72             3                   1          1          1     
73             75                  1          1          0     
74             17                  1          1          1     
75             55                  1          0          1     
76             56                  1          1          0     
77             53                  1          0          0     
78             47                  1          0          0     
79             80                  1          1          1     
80             57                  1          0          0     
81             58                  1          0          0     
82             73                  1          1          0     
83             46                  1          0          0     
84             24                  1          0          0     
85             81                  1          0          0     
86             46                  1          0          0     
87             1                   1          0          1     
88             69                  1          0          0     
89             45                  1          0          0     
90             70                  1          0          0     
91             74                  1          1          1     
92             53                  1          0          0     
93             56                  1          0          0     
94             55                  1          0          1     
95             18                  1          1          0     
96             74                  1          1          1     
97             19                  1          1          0     
98             43                  1          1          0     
99             58                  1          0          0     
100            40                  1          0          1     
101            37                  1          1          0     
102            11                  1          1          0     
103            11                  1          0          0     
104            60                  1          0          0     
105            11                  1          0          0     
106            54                  1          0          0     
107            11                  1          0          0     
108            15                  1          0          1     
109            44                  1          1          0     
110            68                  1          1          0     
111            1                   1          1          1     
112            66                  1          0          0     
113            73                  1          1          0     
114            23                  1          0          0     
115            62                  1          1          1     
116            70                  1          0          0     
117            68                  1          0          0     
118            65                  1          1          0     
119            29                  1          0          0     
120            3                   1          1          1     
121            5                   1          1          0     
122            31                  1          0          1     
123            69                  1          0          0     
124            9                   1          0          1     
125            4                   1          0          0     
126            50                  1          0          1     
127            21                  1          1          0     
128            21                  1          0          0     
129            29                  1          0          0     
130            34                  1          0          1     
131            49                  1          0          0     
132            54                  1          0          0     
133            4                   1          0          0     
134            74                  1          0          1     
135            37                  1          0          0     
136            53                  1          0          0     
137            21                  1          0          0     
138            2                   1          0          0     
139            54                  1          0          0     
140            77                  1          1          0     
141            11                  1          0          0     
142            1                   1          0          1     
143            75                  1          1          0     
144            1                   1          1          1     
145            28                  1          0          0     
146            31                  1          1          1     
147            74                  1          1          1     
148            19                  1          0          0     
149            52                  1          0          0     
150            1                   1          0          1     
151            8                   1          0          0     
152            19                  1          1          0     
153            50                  1          0          1     
154            57                  1          0          0     
155            22                  1          0          1     
156            68                  1          1          0     
157            11                  1          1          0     
158            77                  1          0          0     
159            44                  1          0          0     
160            20                  1          1          1     
161            44                  1          0          0     
162            35                  1          1          1     
163            49                  1          0          0     
164            73                  1          1          0     
165            72                  1          0          1     
166            57                  1          1          0     
167            45                  1          0          0     
168            68                  1          1          0     
169            32                  1          0          1     
170            36                  1          1          1     
171            66                  1          0          0     
172            68                  1          0          0     
173            79                  1          0          0     
174            28                  1          0          0     
175            15                  1          0          1     
176            2                   1          0          0     
177            16                  1          0          1     
178            65                  1          1          0     
179            39                  1          0          1     
180            15                  1          1          1     
181            1                   1          1          1     
182            17                  1          1          1     
183            29                  1          1          0     
184            58                  1          1          0     
185            1                   1          0          1     
186            21                  1          1          0     
187            19                  1          1          0     
188            45                  1          0          0     
189            29                  1          0          0     
190            73                  1          1          0     
191            60                  1          0          0     
192            7                   1          0          0     
193            65                  1          1          0     
194            23                  1          0          0     
195            32                  1          1          1     
196            11                  1          0          0     
197            54                  1          0          0     
198            46                  1          1          0     
199            47                  1          0          0     
200            53                  1          0          0     
201            1                   1          0          1     
202            66                  1          0          0     
203            17                  1          1          1     
204            65                  1          0          0     
205            32                  1          0          1     
206            9                   1          0          1     
207            19                  1          0          0     
208            3                   1          1          1     
209            45                  1          0          0     
210            1                   1          1          1     
211            59                  1          1          0     
212            81                  1          1          0     
213            45                  1          0          0     
214            71                  1          1          1     
215            68                  1          1          0     
216            66                  1          1          0     
217            4                   1          0          0     
218            72                  1          1          1     
219            68                  1          0          0     
220            81                  1          1          0     
221            47                  1          0          0     
222            66                  1          0          0     
223            57                  1          1          0     
224            21                  1          0          0     
225            1                   1          1          1     
226            12                  1          0          0     
227            56                  1          0          0     
228            81                  1          1          0     
229            11                  1          0          0     
230            46                  1          0          0     
231            53                  1          0          0     
232            2                   1          1          0     
233            11                  1          1          0     
234            23                  1          0          0     
235            8                   1          0          0     
236            71                  1          1          1     
237            67                  1          0          0     
238            28                  1          1          0     
239            10                  1          0          0     
240            57                  1          0          0     
241            45                  1          0          0     
242            11                  1          0          0     
243            58                  1          0          0     
244            15                  1          0          1     
245            32                  1          0          1     
246            35                  1          0          1     
247            41                  1          1          0     
248            76                  1          0          0     
