--- Session started : 2021-08-19-161835
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              243                 1          1          0     
1              5                   1          0          1     
2              533                 1          0          0     
3              84                  1          1          0     
4              63                  1          1          0     
5              40                  1          1          1     
6              610                 1          0          1     
7              385                 1          0          0     
8              193                 1          0          0     
9              470                 1          0          0     
10             258                 1          1          1     
11             23                  1          0          0     
12             348                 1          1          1     
13             417                 1          1          0     
14             590                 1          0          0     
15             41                  1          1          0     
16             98                  1          0          0     
17             549                 1          0          0     
18             346                 1          0          1     
19             417                 1          0          0     
20             82                  1          1          0     
21             234                 1          0          0     
22             59                  1          1          1     
23             59                  1          0          1     
24             135                 1          1          0     
25             448                 1          0          0     
26             550                 1          1          0     
27             627                 1          0          1     
28             526                 1          0          0     
29             515                 1          0          1     
30             238                 1          1          1     
31             536                 1          0          0     
32             132                 1          0          0     
33             285                 1          1          0     
34             329                 1          0          0     
35             523                 1          1          0     
36             113                 1          1          1     
37             190                 1          0          0     
38             612                 1          0          0     
39             225                 1          1          1     
40             1                   1          1          0     
41             187                 1          0          1     
42             420                 1          0          0     
43             297                 1          0          0     
44             60                  1          0          0     
45             101                 1          0          0     
46             135                 1          0          0     
47             635                 1          1          1     
48             466                 1          1          0     
49             645                 1          0          0     
50             598                 1          0          0     
51             307                 1          0          1     
52             499                 1          0          1     
53             320                 1          0          0     
54             370                 1          0          0     
55             47                  1          0          0     
56             513                 1          1          0     
57             447                 1          0          0     
58             193                 1          1          0     
59             42                  1          0          0     
60             563                 1          0          0     
61             85                  1          0          0     
62             499                 1          1          1     
63             560                 1          1          0     
64             192                 1          1          0     
65             342                 1          0          0     
66             418                 1          0          0     
67             236                 1          1          0     
68             225                 1          1          1     
69             153                 1          0          1     
70             54                  1          0          0     
71             523                 1          0          0     
72             234                 1          0          0     
73             621                 1          0          0     
74             117                 1          0          0     
75             302                 1          0          0     
76             62                  1          0          1     
77             297                 1          0          0     
78             291                 1          0          0     
79             88                  1          1          0     
80             119                 1          1          0     
81             331                 1          1          0     
82             204                 1          0          0     
83             620                 1          0          0     
84             590                 1          0          0     
85             396                 1          1          0     
86             74                  1          0          0     
87             331                 1          0          0     
88             515                 1          1          1     
89             470                 1          0          0     
90             241                 1          0          1     
91             147                 1          1          0     
92             613                 1          0          0     
93             105                 1          0          0     
94             315                 1          0          0     
95             594                 1          1          0     
96             213                 1          0          0     
97             496                 1          0          0     
98             287                 1          1          1     
99             238                 1          1          1     
100            387                 1          0          0     
101            611                 1          0          0     
102            513                 1          1          0     
103            342                 1          0          0     
104            621                 1          0          0     
105            546                 1          0          0     
106            91                  1          1          0     
107            71                  1          1          0     
108            532                 1          0          0     
109            258                 1          0          1     
110            216                 1          1          1     
111            31                  1          0          0     
112            95                  1          0          1     
113            226                 1          1          1     
114            510                 1          1          0     
115            505                 1          0          0     
Prediction accuracy  = 75 out of 116 (64.66%)
--- Session ended : 2021-08-19-161835
