--- Session started : 2021-08-24-181438
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              64                  1          1          0     
1              314                 1          0          0     
2              384                 1          0          0     
3              214                 1          1          1     
4              469                 1          0          0     
5              549                 1          0          0     
6              471                 1          0          0     
7              212                 1          0          0     
8              281                 1          0          0     
9              370                 1          0          0     
10             467                 1          1          0     
11             344                 1          0          0     
12             205                 1          0          1     
13             177                 1          1          1     
14             184                 1          1          0     
15             300                 1          0          0     
16             309                 1          0          0     
17             234                 1          0          0     
18             156                 1          0          0     
19             507                 1          1          0     
20             26                  1          0          0     
21             470                 1          1          0     
22             567                 1          1          0     
23             80                  1          1          1     
24             410                 1          1          0     
25             304                 1          0          0     
26             527                 1          1          0     
27             384                 1          0          0     
28             310                 1          1          0     
29             113                 1          1          0     
30             619                 1          0          1     
31             246                 1          1          1     
32             181                 1          0          0     
33             421                 1          0          0     
34             324                 1          0          1     
35             5                   1          1          1     
36             215                 1          1          1     
37             158                 1          0          0     
38             614                 1          0          0     
39             642                 1          1          1     
40             168                 1          0          0     
41             397                 1          1          0     
42             567                 1          1          0     
43             421                 1          0          0     
44             627                 1          0          1     
45             587                 1          0          0     
46             449                 1          0          0     
47             499                 1          0          0     
48             145                 1          0          0     
49             596                 1          1          1     
50             41                  1          0          0     
51             528                 1          0          0     
52             251                 1          1          1     
53             399                 1          1          0     
54             467                 1          1          0     
55             262                 1          0          1     
56             1                   1          1          0     
57             642                 1          0          1     
58             162                 1          0          0     
59             323                 1          0          1     
60             278                 1          1          1     
61             415                 1          0          1     
62             106                 1          0          0     
63             127                 1          0          0     
64             128                 1          0          0     
65             246                 1          0          1     
66             506                 1          1          1     
67             302                 1          0          1     
68             571                 1          1          1     
69             137                 1          0          0     
70             26                  1          0          0     
71             216                 1          1          0     
72             503                 1          1          1     
73             22                  1          1          0     
74             208                 1          1          0     
75             447                 1          1          0     
76             193                 1          1          1     
77             566                 1          1          0     
78             319                 1          0          0     
79             327                 1          1          0     
80             645                 1          1          0     
81             98                  1          0          0     
82             230                 1          1          0     
83             319                 1          0          0     
84             255                 1          1          0     
85             284                 1          0          0     
86             240                 1          1          0     
87             589                 1          0          0     
88             612                 1          1          1     
89             412                 1          0          0     
90             349                 1          0          0     
91             69                  1          0          0     
92             263                 1          1          0     
93             277                 1          1          1     
94             386                 1          0          0     
95             90                  1          0          0     
96             555                 1          1          0     
97             589                 1          1          0     
98             547                 1          0          0     
99             645                 1          0          0     
100            313                 1          0          0     
101            549                 1          0          0     
102            332                 1          1          0     
103            376                 1          0          0     
104            486                 1          0          0     
105            72                  1          0          0     
106            531                 1          1          0     
107            12                  1          0          1     
108            270                 1          0          1     
109            411                 1          0          1     
110            136                 1          1          0     
111            499                 1          0          0     
112            568                 1          0          0     
113            596                 1          0          1     
114            301                 1          0          0     
115            355                 1          0          0     
Prediction accuracy  = 71 out of 116 (61.21%)
--- Session ended : 2021-08-24-181438
