--- Session started : 2021-08-19-161839
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              601                 1          1          0     
1              146                 1          0          1     
2              185                 1          0          1     
3              417                 1          0          1     
4              140                 1          0          0     
5              119                 1          0          0     
6              601                 1          0          0     
7              199                 1          0          0     
8              176                 1          0          1     
9              60                  1          1          0     
10             181                 1          0          0     
11             140                 1          0          0     
12             558                 1          1          0     
13             363                 1          0          0     
14             523                 1          0          0     
15             651                 1          1          1     
16             483                 1          0          0     
17             159                 1          0          1     
18             364                 1          0          0     
19             498                 1          0          0     
20             588                 1          1          1     
21             161                 1          1          0     
22             395                 1          0          1     
23             459                 1          0          0     
24             59                  1          0          0     
25             251                 1          1          0     
26             422                 1          0          1     
27             334                 1          0          0     
28             491                 1          1          0     
29             428                 1          1          0     
30             552                 1          1          0     
31             331                 1          1          0     
32             195                 1          0          1     
33             112                 1          0          1     
34             498                 1          0          0     
35             278                 1          1          1     
36             566                 1          1          1     
37             263                 1          1          0     
38             168                 1          0          0     
39             366                 1          0          1     
40             641                 1          1          1     
41             236                 1          1          1     
42             163                 1          1          0     
43             380                 1          0          0     
44             330                 1          1          0     
45             527                 1          0          0     
46             234                 1          0          0     
47             247                 1          1          0     
48             323                 1          0          0     
49             472                 1          0          1     
50             241                 1          1          1     
51             562                 1          0          1     
52             364                 1          1          0     
53             2                   1          0          1     
54             240                 1          0          0     
55             473                 1          0          0     
56             95                  1          0          1     
57             374                 1          1          0     
58             401                 1          0          0     
59             521                 1          1          0     
60             470                 1          0          1     
61             446                 1          1          0     
62             247                 1          0          0     
63             299                 1          1          0     
64             91                  1          0          0     
65             498                 1          0          0     
66             317                 1          0          0     
67             34                  1          1          0     
68             483                 1          0          0     
69             74                  1          1          0     
70             75                  1          0          0     
71             457                 1          0          0     
72             359                 1          1          1     
73             270                 1          0          1     
74             61                  1          0          0     
75             601                 1          0          0     
76             75                  1          0          0     
77             344                 1          1          0     
78             458                 1          0          0     
79             649                 1          0          0     
80             351                 1          0          0     
81             290                 1          1          0     
82             9                   1          1          1     
83             166                 1          0          1     
84             227                 1          1          1     
85             493                 1          0          0     
86             471                 1          1          1     
87             292                 1          1          1     
88             108                 1          0          1     
89             610                 1          0          1     
90             259                 1          0          1     
91             460                 1          0          0     
92             481                 1          0          0     
93             424                 1          0          0     
94             581                 1          0          1     
95             569                 1          0          1     
96             377                 1          1          1     
97             364                 1          0          0     
98             480                 1          0          0     
99             6                   1          0          1     
100            253                 1          0          1     
101            644                 1          0          1     
102            544                 1          0          0     
103            341                 1          0          1     
104            586                 1          1          0     
105            54                  1          1          1     
106            163                 1          0          0     
107            28                  1          0          1     
108            491                 1          0          0     
109            420                 1          0          1     
110            405                 1          0          0     
111            601                 1          0          0     
112            118                 1          0          0     
113            148                 1          1          0     
114            85                  1          1          0     
115            430                 1          1          1     
Prediction accuracy  = 63 out of 116 (54.31%)
--- Session ended : 2021-08-19-161839
