--- Session started : 2021-08-24-181430
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              437                 1          0          1     
1              233                 1          1          0     
2              143                 1          1          0     
3              114                 1          0          0     
4              171                 1          0          1     
5              177                 1          1          0     
6              1                   1          0          0     
7              152                 1          0          0     
8              297                 1          0          0     
9              480                 1          0          0     
10             92                  1          0          1     
11             327                 1          0          1     
12             1                   1          1          0     
13             646                 1          0          0     
14             504                 1          0          0     
15             650                 1          1          0     
16             222                 1          0          0     
17             505                 1          0          1     
18             458                 1          0          1     
19             393                 1          0          0     
20             19                  1          0          0     
21             617                 1          0          0     
22             180                 1          0          0     
23             325                 1          1          0     
24             260                 1          0          0     
25             268                 1          0          0     
26             114                 1          0          0     
27             27                  1          0          0     
28             462                 1          0          0     
29             282                 1          0          1     
30             484                 1          1          0     
31             220                 1          0          1     
32             415                 1          0          0     
33             238                 1          0          0     
34             644                 1          1          1     
35             196                 1          0          0     
36             515                 1          1          0     
37             69                  1          0          0     
38             7                   1          1          1     
39             379                 1          0          1     
40             507                 1          0          1     
41             549                 1          1          1     
42             307                 1          0          1     
43             51                  1          0          0     
44             107                 1          0          1     
45             339                 1          0          0     
46             375                 1          0          0     
47             412                 1          1          0     
48             345                 1          1          0     
49             387                 1          0          0     
50             315                 1          0          0     
51             594                 1          0          0     
52             611                 1          0          1     
53             609                 1          0          0     
54             246                 1          0          0     
55             377                 1          0          0     
56             468                 1          0          0     
57             521                 1          0          1     
58             286                 1          0          1     
59             118                 1          1          0     
60             507                 1          0          1     
61             644                 1          1          1     
62             435                 1          1          0     
63             572                 1          1          0     
64             397                 1          1          0     
65             623                 1          1          0     
66             445                 1          0          0     
67             218                 1          0          0     
68             305                 1          1          1     
69             313                 1          1          1     
70             202                 1          0          0     
71             566                 1          0          1     
72             506                 1          0          0     
73             257                 1          0          1     
74             568                 1          0          1     
75             140                 1          0          1     
76             185                 1          0          1     
77             498                 1          1          0     
78             27                  1          0          0     
79             196                 1          1          0     
80             401                 1          0          0     
81             148                 1          1          0     
82             78                  1          1          0     
83             241                 1          1          1     
84             402                 1          0          1     
85             74                  1          0          0     
86             59                  1          0          0     
87             297                 1          1          0     
88             249                 1          0          1     
89             412                 1          0          0     
90             593                 1          0          1     
91             263                 1          0          1     
92             416                 1          0          1     
93             319                 1          0          0     
94             504                 1          0          0     
95             516                 1          1          1     
96             296                 1          0          1     
97             80                  1          0          0     
98             623                 1          0          0     
99             220                 1          0          1     
100            391                 1          1          0     
101            610                 1          0          1     
102            241                 1          0          1     
103            320                 1          0          0     
104            252                 1          1          0     
105            635                 1          1          1     
106            566                 1          1          1     
107            458                 1          0          1     
108            254                 1          1          1     
109            175                 1          1          0     
110            67                  1          0          0     
111            204                 1          0          1     
112            143                 1          0          0     
113            216                 1          1          0     
114            473                 1          1          0     
115            124                 1          1          0     
Prediction accuracy  = 58 out of 116 (50.00%)
--- Session ended : 2021-08-24-181430
