--- Session started : 2021-08-15-135725
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              162                 1          0          0     
1              485                 1          0          0     
2              629                 1          0          0     
3              641                 1          1          1     
4              473                 1          0          0     
5              357                 1          0          0     
6              600                 1          1          1     
7              558                 1          0          0     
8              16                  1          0          0     
9              504                 1          0          0     
10             85                  1          0          1     
11             295                 1          0          0     
12             533                 1          0          0     
13             253                 1          1          1     
14             113                 1          1          1     
15             120                 1          1          1     
16             506                 1          0          0     
17             148                 1          1          1     
18             482                 1          0          1     
19             284                 1          1          1     
20             74                  1          0          0     
21             302                 1          0          0     
22             346                 1          0          0     
23             593                 1          1          1     
24             202                 1          0          0     
25             150                 1          1          1     
26             651                 1          0          0     
27             594                 1          0          0     
28             526                 1          1          1     
29             46                  1          1          1     
30             201                 1          1          1     
31             184                 1          1          1     
32             132                 1          0          0     
33             148                 1          1          1     
34             68                  1          0          0     
35             533                 1          0          0     
36             525                 1          0          0     
37             23                  1          0          0     
38             21                  1          1          1     
39             359                 1          0          0     
40             68                  1          0          0     
41             584                 1          0          0     
42             80                  1          0          0     
43             306                 1          0          0     
44             371                 1          0          0     
45             52                  1          0          0     
46             149                 1          0          0     
47             247                 1          0          1     
48             152                 1          0          0     
49             566                 1          0          0     
50             638                 1          1          1     
51             533                 1          0          0     
52             155                 1          0          0     
53             382                 1          1          1     
54             201                 1          1          1     
55             299                 1          1          1     
56             325                 1          0          0     
57             331                 1          0          0     
58             14                  1          1          0     
59             312                 1          1          0     
60             221                 1          0          1     
61             300                 1          0          0     
62             90                  1          0          0     
63             580                 1          1          1     
64             377                 1          1          1     
65             4                   1          1          1     
66             381                 1          0          0     
67             167                 1          1          1     
68             366                 1          0          0     
69             345                 1          0          0     
70             388                 1          0          0     
71             172                 1          0          0     
72             623                 1          0          1     
73             612                 1          0          0     
74             521                 1          0          0     
75             390                 1          1          1     
76             537                 1          1          0     
77             641                 1          0          1     
78             41                  1          0          0     
79             156                 1          0          0     
80             48                  1          1          0     
81             260                 1          0          0     
82             638                 1          1          1     
83             28                  1          0          0     
84             345                 1          0          0     
85             189                 1          0          0     
86             249                 1          0          0     
87             344                 1          0          0     
88             82                  1          1          1     
89             586                 1          1          1     
90             376                 1          0          0     
91             438                 1          0          0     
92             133                 1          0          0     
93             533                 1          0          0     
94             229                 1          0          0     
95             403                 1          0          0     
96             533                 1          0          0     
97             414                 1          0          0     
98             80                  1          0          0     
99             197                 1          0          0     
100            373                 1          0          0     
101            32                  1          1          0     
102            630                 1          1          1     
103            377                 1          1          1     
104            557                 1          0          0     
105            643                 1          1          1     
106            333                 1          0          0     
107            33                  1          0          0     
108            537                 1          1          0     
109            33                  1          0          0     
110            642                 1          0          0     
111            437                 1          0          0     
112            433                 1          0          0     
113            32                  1          0          0     
114            483                 1          0          0     
115            133                 1          0          0     
Prediction accuracy  = 104 out of 116 (89.66%)
--- Session ended : 2021-08-15-135725
