--- Session started : 2021-08-24-181440
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              224                 1          1          1     
1              329                 1          0          0     
2              526                 1          0          0     
3              414                 1          0          0     
4              347                 1          1          0     
5              209                 1          1          1     
6              576                 1          0          0     
7              466                 1          0          1     
8              467                 1          0          1     
9              129                 1          0          0     
10             510                 1          1          0     
11             77                  1          1          0     
12             188                 1          0          1     
13             219                 1          1          1     
14             159                 1          0          0     
15             416                 1          1          1     
16             124                 1          1          0     
17             408                 1          0          1     
18             209                 1          0          1     
19             599                 1          0          0     
20             497                 1          0          0     
21             504                 1          0          0     
22             115                 1          1          1     
23             159                 1          1          0     
24             455                 1          1          0     
25             420                 1          0          1     
26             25                  1          0          0     
27             176                 1          0          0     
28             484                 1          0          0     
29             67                  1          1          0     
30             461                 1          0          1     
31             494                 1          1          0     
32             239                 1          0          0     
33             269                 1          0          0     
34             639                 1          1          0     
35             229                 1          1          1     
36             112                 1          0          1     
37             76                  1          0          0     
38             419                 1          0          0     
39             605                 1          0          0     
40             35                  1          0          1     
41             449                 1          0          0     
42             229                 1          1          1     
43             494                 1          0          0     
44             134                 1          0          0     
45             126                 1          1          0     
46             273                 1          1          1     
47             307                 1          0          0     
48             246                 1          0          0     
49             646                 1          1          1     
50             179                 1          0          0     
51             644                 1          1          1     
52             334                 1          1          0     
53             609                 1          0          1     
54             504                 1          0          0     
55             552                 1          1          0     
56             583                 1          1          0     
57             248                 1          0          1     
58             484                 1          0          0     
59             301                 1          0          0     
60             296                 1          1          0     
61             199                 1          0          0     
62             326                 1          0          0     
63             514                 1          0          0     
64             333                 1          0          0     
65             182                 1          1          0     
66             372                 1          0          0     
67             107                 1          0          0     
68             407                 1          0          0     
69             553                 1          0          0     
70             415                 1          1          1     
71             272                 1          1          0     
72             351                 1          0          1     
73             529                 1          1          0     
74             583                 1          1          0     
75             527                 1          0          0     
76             398                 1          1          0     
77             169                 1          0          1     
78             178                 1          1          1     
79             247                 1          0          0     
80             355                 1          0          1     
81             363                 1          1          1     
82             415                 1          1          1     
83             178                 1          0          1     
84             75                  1          0          0     
85             102                 1          0          0     
86             287                 1          0          1     
87             70                  1          0          0     
88             543                 1          1          0     
89             439                 1          1          0     
90             132                 1          0          0     
91             374                 1          1          0     
92             523                 1          0          0     
93             317                 1          0          0     
94             215                 1          1          0     
95             135                 1          0          0     
96             328                 1          0          0     
97             170                 1          0          0     
98             606                 1          0          1     
99             497                 1          0          0     
100            75                  1          0          0     
101            182                 1          1          0     
102            466                 1          0          1     
103            357                 1          0          0     
104            18                  1          0          1     
105            219                 1          0          1     
106            483                 1          1          1     
107            63                  1          0          0     
108            115                 1          1          1     
109            86                  1          1          1     
110            148                 1          1          0     
111            331                 1          0          1     
112            37                  1          0          0     
113            589                 1          0          0     
114            411                 1          1          0     
115            217                 1          0          0     
Prediction accuracy  = 69 out of 116 (59.48%)
--- Session ended : 2021-08-24-181440
