--- Session started : 2021-08-19-161833
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              241                 1          1          1     
1              169                 1          0          0     
2              221                 1          0          1     
3              555                 1          0          1     
4              629                 1          0          1     
5              77                  1          0          0     
6              270                 1          0          1     
7              266                 1          1          0     
8              352                 1          0          1     
9              550                 1          0          0     
10             287                 1          0          0     
11             288                 1          0          0     
12             262                 1          0          0     
13             547                 1          0          1     
14             585                 1          0          0     
15             457                 1          0          0     
16             235                 1          0          0     
17             458                 1          0          1     
18             582                 1          0          1     
19             564                 1          0          0     
20             618                 1          0          0     
21             356                 1          0          0     
22             305                 1          0          0     
23             196                 1          0          0     
24             326                 1          0          1     
25             624                 1          1          0     
26             65                  1          0          0     
27             461                 1          0          1     
28             521                 1          0          0     
29             417                 1          0          0     
30             345                 1          1          1     
31             476                 1          1          1     
32             281                 1          1          0     
33             425                 1          1          0     
34             242                 1          0          0     
35             364                 1          0          0     
36             516                 1          1          1     
37             354                 1          0          0     
38             230                 1          0          0     
39             327                 1          0          1     
40             377                 1          0          0     
41             244                 1          0          1     
42             56                  1          1          0     
43             561                 1          0          1     
44             213                 1          0          0     
45             546                 1          1          0     
46             405                 1          0          0     
47             502                 1          1          1     
48             310                 1          0          1     
49             65                  1          0          0     
50             213                 1          1          0     
51             135                 1          0          1     
52             446                 1          1          0     
53             60                  1          1          0     
54             405                 1          1          0     
55             568                 1          1          0     
56             530                 1          0          0     
57             110                 1          0          1     
58             374                 1          0          0     
59             132                 1          0          0     
60             211                 1          0          0     
61             7                   1          0          0     
62             100                 1          0          0     
63             169                 1          0          0     
64             101                 1          0          0     
65             7                   1          0          0     
66             640                 1          1          1     
67             497                 1          0          0     
68             403                 1          0          0     
69             335                 1          1          0     
70             583                 1          1          0     
71             449                 1          0          0     
72             607                 1          1          0     
73             311                 1          1          1     
74             570                 1          0          0     
75             604                 1          0          0     
76             579                 1          0          0     
77             30                  1          0          0     
78             134                 1          0          0     
79             415                 1          0          0     
80             496                 1          1          1     
81             150                 1          0          0     
82             85                  1          1          1     
83             553                 1          1          0     
84             123                 1          1          0     
85             302                 1          1          1     
86             271                 1          1          1     
87             251                 1          1          1     
88             206                 1          1          0     
89             616                 1          0          1     
90             149                 1          0          1     
91             552                 1          0          0     
92             213                 1          0          0     
93             436                 1          0          0     
94             105                 1          0          0     
95             507                 1          0          0     
96             154                 1          1          0     
97             141                 1          0          1     
98             235                 1          1          0     
99             492                 1          1          0     
100            262                 1          0          0     
101            231                 1          1          0     
102            40                  1          0          0     
103            64                  1          0          0     
104            268                 1          0          1     
105            535                 1          0          0     
106            636                 1          1          1     
107            482                 1          0          0     
108            79                  1          0          0     
109            35                  1          0          0     
110            355                 1          1          1     
111            260                 1          0          1     
112            381                 1          0          0     
113            551                 1          0          0     
114            296                 1          0          0     
115            236                 1          0          0     
Prediction accuracy  = 74 out of 116 (63.79%)
--- Session ended : 2021-08-19-161833
