--- Session started : 2021-08-15-135714
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              618                 1          0          0     
1              458                 1          0          0     
2              415                 1          0          0     
3              184                 1          1          1     
4              629                 1          0          0     
5              253                 1          1          1     
6              227                 1          1          0     
7              255                 1          0          0     
8              171                 1          1          1     
9              585                 1          0          1     
10             340                 1          0          0     
11             300                 1          0          0     
12             486                 1          0          0     
13             184                 1          1          1     
14             41                  1          0          0     
15             266                 1          0          0     
16             610                 1          0          0     
17             297                 1          0          0     
18             87                  1          1          1     
19             291                 1          1          0     
20             481                 1          0          0     
21             482                 1          1          1     
22             386                 1          1          1     
23             162                 1          0          0     
24             375                 1          1          0     
25             482                 1          0          1     
26             50                  1          0          0     
27             16                  1          0          0     
28             290                 1          1          1     
29             489                 1          0          0     
30             101                 1          0          0     
31             206                 1          1          1     
32             257                 1          1          0     
33             102                 1          0          0     
34             411                 1          0          0     
35             472                 1          1          1     
36             564                 1          0          0     
37             428                 1          0          0     
38             586                 1          0          1     
39             350                 1          0          0     
40             186                 1          0          0     
41             429                 1          1          1     
42             595                 1          1          0     
43             602                 1          0          0     
44             430                 1          1          1     
45             98                  1          1          1     
46             244                 1          1          1     
47             413                 1          0          0     
48             75                  1          1          0     
49             370                 1          0          0     
50             349                 1          0          0     
51             246                 1          0          0     
52             526                 1          1          1     
53             108                 1          1          0     
54             150                 1          1          1     
55             388                 1          1          0     
56             278                 1          1          1     
57             477                 1          0          0     
58             15                  1          1          1     
59             596                 1          1          1     
60             371                 1          0          0     
61             523                 1          0          0     
62             313                 1          1          1     
63             473                 1          0          0     
64             199                 1          1          0     
65             23                  1          0          0     
66             312                 1          1          0     
67             16                  1          0          0     
68             477                 1          0          0     
69             643                 1          1          1     
70             93                  1          1          1     
71             184                 1          0          1     
72             305                 1          0          0     
73             362                 1          0          0     
74             240                 1          1          1     
75             268                 1          0          0     
76             74                  1          0          0     
77             190                 1          1          1     
78             334                 1          1          0     
79             304                 1          0          0     
80             434                 1          0          0     
81             528                 1          0          0     
82             351                 1          0          0     
83             537                 1          1          0     
84             195                 1          0          0     
85             534                 1          0          0     
86             482                 1          0          1     
87             9                   1          1          1     
88             303                 1          1          1     
89             425                 1          1          1     
90             108                 1          1          0     
91             167                 1          1          1     
92             303                 1          1          1     
93             315                 1          0          0     
94             459                 1          0          0     
95             632                 1          1          1     
96             102                 1          0          0     
97             359                 1          0          0     
98             433                 1          0          0     
99             104                 1          1          1     
100            282                 1          0          0     
101            238                 1          1          0     
102            221                 1          1          1     
103            255                 1          0          0     
104            308                 1          1          1     
105            243                 1          1          1     
106            528                 1          0          0     
107            199                 1          0          0     
108            640                 1          0          0     
109            622                 1          0          0     
110            228                 1          0          0     
111            289                 1          0          0     
112            22                  1          1          1     
113            298                 1          1          1     
114            185                 1          1          1     
115            167                 1          0          1     
Prediction accuracy  = 96 out of 116 (82.76%)
--- Session ended : 2021-08-15-135714
