--- Session started : 2021-08-15-130322
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              79                  1          1          0     
1              498                 1          0          0     
2              518                 1          1          1     
3              196                 1          0          0     
4              364                 1          0          0     
5              615                 1          0          0     
6              164                 1          0          0     
7              233                 1          0          0     
8              291                 1          0          0     
9              388                 1          0          0     
10             671                 1          1          1     
11             340                 1          1          1     
12             478                 1          0          0     
13             653                 1          1          1     
14             351                 1          0          0     
15             683                 1          0          0     
16             203                 1          1          1     
17             87                  1          0          1     
18             75                  1          0          0     
19             132                 1          1          1     
20             548                 1          0          0     
21             241                 1          0          0     
22             438                 1          1          1     
23             518                 1          1          1     
24             13                  1          0          0     
25             148                 1          0          0     
26             495                 1          0          0     
27             275                 1          0          0     
28             90                  1          1          0     
29             402                 1          0          0     
30             575                 1          0          0     
31             411                 1          0          0     
32             330                 1          1          0     
33             178                 1          0          1     
34             307                 1          0          0     
35             162                 1          0          0     
36             653                 1          1          1     
37             576                 1          1          0     
38             452                 1          0          0     
39             572                 1          0          0     
40             488                 1          0          0     
41             223                 1          1          1     
42             75                  1          0          0     
43             145                 1          0          0     
44             522                 1          0          0     
45             544                 1          0          0     
46             561                 1          1          1     
47             198                 1          0          0     
48             522                 1          0          0     
49             518                 1          1          1     
50             375                 1          0          0     
51             561                 1          1          1     
52             107                 1          0          0     
53             531                 1          0          0     
54             87                  1          1          1     
55             118                 1          1          1     
56             452                 1          0          0     
57             338                 1          1          1     
58             233                 1          1          0     
59             492                 1          1          1     
60             617                 1          1          0     
61             1                   1          0          0     
62             300                 1          0          0     
63             107                 1          1          0     
64             609                 1          0          0     
65             48                  1          1          0     
66             40                  1          0          0     
67             163                 1          0          0     
68             390                 1          0          0     
69             53                  1          0          0     
70             261                 1          1          1     
71             355                 1          0          0     
72             179                 1          0          0     
73             245                 1          1          1     
74             328                 1          1          0     
75             368                 1          1          1     
76             321                 1          0          0     
Prediction accuracy  = 66 out of 77 (85.71%)
--- Session ended : 2021-08-15-130322
