--- Session started : 2021-08-19-161605
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              595                 1          1          0     
1              641                 1          0          0     
2              189                 1          0          0     
3              201                 1          0          1     
4              410                 1          0          0     
5              546                 1          0          0     
6              639                 1          0          0     
7              504                 1          0          0     
8              435                 1          1          1     
9              675                 1          1          0     
10             650                 1          0          0     
11             62                  1          0          0     
12             71                  1          0          0     
13             123                 1          1          1     
14             385                 1          0          1     
15             521                 1          0          0     
16             549                 1          1          0     
17             257                 1          1          1     
18             188                 1          1          1     
19             62                  1          0          0     
20             413                 1          1          1     
21             633                 1          0          0     
22             6                   1          0          1     
23             653                 1          0          0     
24             391                 1          1          1     
25             155                 1          0          1     
26             352                 1          0          0     
27             264                 1          1          1     
28             535                 1          1          1     
29             53                  1          1          0     
30             536                 1          1          0     
31             41                  1          1          1     
32             256                 1          0          0     
33             234                 1          0          1     
34             55                  1          0          0     
35             654                 1          0          0     
36             356                 1          0          1     
37             373                 1          1          1     
38             282                 1          1          0     
39             208                 1          1          0     
40             161                 1          1          1     
41             432                 1          0          0     
42             332                 1          0          0     
43             77                  1          0          0     
44             276                 1          1          1     
45             307                 1          0          1     
46             237                 1          1          0     
47             261                 1          0          1     
48             252                 1          0          0     
49             565                 1          0          0     
50             474                 1          0          0     
51             482                 1          1          0     
52             543                 1          1          0     
53             18                  1          0          1     
54             434                 1          0          0     
55             139                 1          1          0     
56             1                   1          0          0     
57             430                 1          1          0     
58             144                 1          1          0     
59             616                 1          0          0     
60             608                 1          1          0     
61             149                 1          1          1     
62             297                 1          1          1     
63             423                 1          0          0     
64             150                 1          1          0     
65             400                 1          1          1     
66             325                 1          0          0     
67             511                 1          1          0     
68             252                 1          0          0     
69             471                 1          1          0     
70             166                 1          1          0     
71             484                 1          1          0     
72             411                 1          0          0     
73             213                 1          0          0     
74             635                 1          1          0     
75             325                 1          0          0     
76             311                 1          0          0     
Prediction accuracy  = 48 out of 77 (62.34%)
--- Session ended : 2021-08-19-161605
