--- Session started : 2021-08-19-161600
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              605                 1          0          0     
1              538                 1          0          0     
2              515                 1          0          0     
3              509                 1          0          0     
4              291                 1          1          0     
5              600                 1          0          0     
6              70                  1          0          0     
7              416                 1          0          0     
8              201                 1          1          1     
9              274                 1          1          1     
10             142                 1          1          0     
11             268                 1          0          1     
12             228                 1          0          0     
13             690                 1          0          0     
14             243                 1          1          1     
15             60                  1          0          1     
16             560                 1          1          0     
17             180                 1          0          0     
18             363                 1          0          1     
19             542                 1          1          0     
20             585                 1          0          0     
21             427                 1          0          0     
22             519                 1          0          0     
23             60                  1          0          1     
24             171                 1          0          1     
25             674                 1          1          1     
26             293                 1          0          1     
27             456                 1          0          1     
28             402                 1          0          1     
29             134                 1          1          0     
30             406                 1          0          0     
31             293                 1          1          1     
32             28                  1          0          0     
33             549                 1          1          0     
34             600                 1          0          0     
35             235                 1          0          0     
36             626                 1          0          0     
37             125                 1          0          0     
38             34                  1          0          1     
39             88                  1          1          1     
40             590                 1          0          1     
41             154                 1          0          0     
42             680                 1          1          1     
43             374                 1          0          0     
44             469                 1          1          0     
45             392                 1          1          0     
46             440                 1          0          0     
47             649                 1          1          1     
48             438                 1          0          0     
49             418                 1          1          0     
50             360                 1          0          0     
51             76                  1          1          0     
52             257                 1          0          1     
53             611                 1          0          0     
54             442                 1          0          0     
55             136                 1          0          0     
56             94                  1          1          0     
57             345                 1          0          0     
58             628                 1          1          0     
59             256                 1          0          0     
60             498                 1          0          0     
61             57                  1          1          0     
62             230                 1          1          0     
63             479                 1          0          0     
64             245                 1          0          0     
65             36                  1          0          1     
66             427                 1          1          0     
67             18                  1          1          1     
68             60                  1          1          1     
69             549                 1          1          0     
70             76                  1          0          0     
71             241                 1          1          1     
72             318                 1          0          0     
73             643                 1          0          0     
74             326                 1          1          1     
75             347                 1          0          1     
76             257                 1          1          1     
Prediction accuracy  = 48 out of 77 (62.34%)
--- Session ended : 2021-08-19-161600
