--- Session started : 2021-08-15-130316
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              233                 1          0          0     
1              258                 1          0          0     
2              126                 1          0          0     
3              322                 1          1          1     
4              571                 1          1          1     
5              596                 1          0          0     
6              50                  1          1          0     
7              572                 1          0          0     
8              404                 1          0          0     
9              18                  1          1          1     
10             457                 1          0          0     
11             294                 1          0          0     
12             75                  1          0          0     
13             214                 1          0          1     
14             110                 1          1          1     
15             177                 1          1          1     
16             561                 1          1          1     
17             238                 1          0          0     
18             230                 1          0          0     
19             49                  1          1          1     
20             472                 1          0          0     
21             309                 1          1          1     
22             497                 1          0          0     
23             297                 1          0          0     
24             444                 1          0          0     
25             339                 1          0          0     
26             147                 1          0          0     
27             401                 1          0          0     
28             137                 1          1          1     
29             182                 1          1          1     
30             45                  1          0          0     
31             142                 1          1          1     
32             655                 1          1          1     
33             16                  1          0          0     
34             589                 1          0          1     
35             680                 1          0          1     
36             487                 1          0          0     
37             14                  1          1          0     
38             680                 1          1          1     
39             411                 1          0          0     
40             466                 1          0          0     
41             176                 1          0          0     
42             549                 1          0          0     
43             217                 1          0          0     
44             615                 1          0          0     
45             485                 1          0          0     
46             665                 1          0          0     
47             668                 1          0          0     
48             125                 1          0          0     
49             66                  1          0          0     
50             648                 1          0          0     
51             208                 1          0          0     
52             267                 1          0          0     
53             407                 1          0          1     
54             187                 1          1          1     
55             689                 1          1          1     
56             277                 1          1          0     
57             690                 1          0          0     
58             565                 1          1          1     
59             408                 1          1          1     
60             15                  1          1          1     
61             136                 1          1          1     
62             630                 1          0          0     
63             340                 1          1          1     
64             569                 1          1          1     
65             521                 1          1          1     
66             625                 1          0          1     
67             297                 1          0          0     
68             105                 1          0          0     
69             285                 1          1          0     
70             414                 1          1          0     
71             205                 1          0          0     
72             311                 1          1          1     
73             527                 1          1          1     
74             628                 1          0          0     
75             637                 1          0          0     
76             515                 1          1          1     
Prediction accuracy  = 67 out of 77 (87.01%)
--- Session ended : 2021-08-15-130316
