--- Session started : 2021-08-19-161559
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              421                 1          1          0     
1              501                 1          0          0     
2              599                 1          0          1     
3              615                 1          0          1     
4              158                 1          1          0     
5              74                  1          0          0     
6              97                  1          1          1     
7              97                  1          0          1     
8              193                 1          1          1     
9              26                  1          1          0     
10             499                 1          0          0     
11             445                 1          0          0     
12             517                 1          1          1     
13             591                 1          0          0     
14             6                   1          0          1     
15             62                  1          0          0     
16             239                 1          1          0     
17             403                 1          0          0     
18             331                 1          0          1     
19             571                 1          0          0     
20             378                 1          0          0     
21             397                 1          0          1     
22             193                 1          0          1     
23             80                  1          0          0     
24             321                 1          0          1     
25             542                 1          1          0     
26             236                 1          1          1     
27             496                 1          0          0     
28             514                 1          0          0     
29             236                 1          1          1     
30             477                 1          0          0     
31             113                 1          0          1     
32             67                  1          0          0     
33             370                 1          0          0     
34             363                 1          0          1     
35             216                 1          1          0     
36             290                 1          1          1     
37             175                 1          0          0     
38             605                 1          1          0     
39             135                 1          1          0     
40             57                  1          0          0     
41             407                 1          0          1     
42             653                 1          0          0     
43             264                 1          0          1     
44             180                 1          0          0     
45             272                 1          1          1     
46             389                 1          0          0     
47             510                 1          0          0     
48             674                 1          1          1     
49             498                 1          0          0     
50             326                 1          0          0     
51             645                 1          0          0     
52             435                 1          0          1     
53             530                 1          0          0     
54             564                 1          1          0     
55             105                 1          0          1     
56             634                 1          1          1     
57             620                 1          0          0     
58             153                 1          1          1     
59             339                 1          0          0     
60             171                 1          0          1     
61             352                 1          1          0     
62             370                 1          0          0     
63             279                 1          1          1     
64             197                 1          1          0     
65             120                 1          0          0     
66             590                 1          1          0     
67             426                 1          1          0     
68             491                 1          0          1     
69             86                  1          1          0     
70             278                 1          1          0     
71             203                 1          0          1     
72             361                 1          0          1     
73             249                 1          0          0     
74             104                 1          0          0     
75             623                 1          1          1     
76             198                 1          1          0     
Prediction accuracy  = 43 out of 77 (55.84%)
--- Session ended : 2021-08-19-161559
