--- Session started : 2021-08-19-161608
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              61                  1          0          1     
1              317                 1          0          1     
2              228                 1          1          1     
3              227                 1          0          1     
4              75                  1          0          0     
5              493                 1          0          0     
6              436                 1          1          0     
7              57                  1          1          1     
8              267                 1          0          1     
9              533                 1          1          1     
10             331                 1          0          0     
11             123                 1          1          0     
12             241                 1          1          0     
13             116                 1          1          1     
14             256                 1          0          0     
15             531                 1          1          0     
16             84                  1          0          0     
17             390                 1          1          1     
18             73                  1          1          0     
19             151                 1          0          0     
20             376                 1          0          0     
21             354                 1          0          0     
22             502                 1          0          0     
23             431                 1          1          1     
24             611                 1          0          0     
25             608                 1          0          0     
26             631                 1          1          0     
27             162                 1          0          0     
28             57                  1          0          1     
29             435                 1          0          0     
30             254                 1          0          1     
31             594                 1          0          1     
32             145                 1          0          0     
33             228                 1          0          1     
34             652                 1          0          0     
35             438                 1          0          0     
36             436                 1          1          0     
37             281                 1          1          0     
38             163                 1          1          0     
39             221                 1          1          0     
40             339                 1          0          0     
41             530                 1          0          1     
42             471                 1          0          0     
43             75                  1          0          0     
44             166                 1          1          0     
45             247                 1          0          1     
46             313                 1          0          0     
47             688                 1          1          0     
48             1                   1          0          0     
49             23                  1          1          1     
50             85                  1          0          0     
51             373                 1          0          0     
52             275                 1          1          0     
53             351                 1          1          0     
54             222                 1          0          0     
55             416                 1          1          0     
56             509                 1          1          1     
57             286                 1          0          0     
58             345                 1          0          0     
59             543                 1          1          0     
60             58                  1          0          0     
61             124                 1          1          0     
62             349                 1          0          0     
63             582                 1          0          0     
64             468                 1          0          0     
65             451                 1          0          1     
66             660                 1          0          0     
67             595                 1          0          1     
68             660                 1          0          0     
69             509                 1          1          1     
70             502                 1          1          0     
71             274                 1          0          1     
72             598                 1          0          1     
73             585                 1          0          0     
74             382                 1          0          0     
75             484                 1          0          1     
76             280                 1          0          1     
Prediction accuracy  = 43 out of 77 (55.84%)
--- Session ended : 2021-08-19-161608
