--- Session started : 2021-08-15-130323
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              454                 1          0          0     
1              33                  1          0          0     
2              526                 1          1          1     
3              388                 1          0          0     
4              37                  1          1          0     
5              249                 1          1          1     
6              299                 1          0          0     
7              637                 1          0          0     
8              625                 1          1          1     
9              430                 1          0          0     
10             240                 1          1          1     
11             402                 1          0          0     
12             132                 1          1          1     
13             420                 1          0          0     
14             473                 1          0          0     
15             268                 1          0          0     
16             499                 1          0          0     
17             229                 1          1          1     
18             576                 1          1          0     
19             277                 1          1          0     
20             90                  1          1          0     
21             32                  1          1          0     
22             670                 1          0          0     
23             268                 1          0          0     
24             45                  1          0          0     
25             522                 1          0          0     
26             655                 1          1          1     
27             604                 1          1          1     
28             549                 1          0          0     
29             333                 1          0          0     
30             208                 1          0          0     
31             147                 1          0          0     
32             122                 1          1          1     
33             286                 1          0          1     
34             676                 1          1          1     
35             607                 1          0          0     
36             421                 1          1          1     
37             561                 1          1          1     
38             617                 1          0          0     
39             352                 1          1          1     
40             601                 1          1          1     
41             179                 1          0          0     
42             654                 1          1          1     
43             443                 1          0          0     
44             414                 1          0          0     
45             549                 1          0          0     
46             494                 1          0          0     
47             467                 1          0          0     
48             627                 1          0          0     
49             642                 1          1          1     
50             186                 1          0          0     
51             608                 1          0          0     
52             72                  1          0          0     
53             349                 1          0          0     
54             523                 1          0          0     
55             414                 1          1          0     
56             205                 1          0          0     
57             454                 1          0          0     
58             573                 1          0          0     
59             275                 1          0          0     
60             352                 1          1          1     
61             201                 1          0          0     
62             680                 1          1          1     
63             27                  1          0          0     
64             472                 1          0          0     
65             341                 1          0          0     
66             46                  1          1          1     
67             681                 1          0          0     
68             521                 1          1          1     
69             352                 1          1          1     
70             102                 1          1          1     
71             520                 1          0          0     
72             97                  1          0          0     
73             349                 1          0          0     
74             659                 1          0          0     
75             52                  1          0          0     
76             406                 1          0          0     
Prediction accuracy  = 70 out of 77 (90.91%)
--- Session ended : 2021-08-15-130323
--- Session started : 2021-08-15-130323
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              668                 1          0          0     
1              423                 1          0          0     
2              407                 1          1          1     
3              147                 1          0          0     
4              328                 1          1          0     
5              174                 1          0          0     
6              402                 1          0          0     
7              515                 1          1          1     
8              584                 1          1          1     
9              628                 1          0          0     
10             605                 1          0          0     
11             481                 1          0          0     
12             374                 1          1          1     
13             526                 1          1          1     
14             214                 1          0          1     
15             306                 1          0          0     
16             239                 1          0          0     
17             152                 1          0          0     
18             292                 1          1          1     
19             653                 1          1          1     
20             452                 1          0          0     
21             448                 1          0          0     
22             327                 1          0          1     
23             211                 1          0          0     
24             618                 1          1          1     
25             288                 1          0          0     
26             549                 1          0          0     
27             212                 1          0          0     
28             27                  1          0          0     
29             442                 1          0          0     
30             358                 1          1          1     
31             349                 1          0          0     
32             423                 1          0          0     
33             556                 1          0          0     
34             335                 1          0          0     
35             330                 1          1          0     
36             114                 1          0          0     
37             147                 1          0          0     
38             341                 1          0          0     
39             107                 1          0          0     
40             73                  1          0          0     
41             491                 1          0          0     
42             217                 1          0          0     
43             676                 1          1          1     
44             632                 1          1          1     
45             542                 1          1          1     
46             62                  1          1          1     
47             316                 1          0          0     
48             330                 1          1          0     
49             87                  1          1          1     
50             665                 1          0          0     
51             191                 1          0          0     
52             171                 1          0          0     
53             389                 1          0          0     
54             138                 1          1          1     
55             107                 1          0          0     
56             86                  1          0          0     
57             95                  1          1          0     
58             570                 1          1          1     
59             500                 1          1          1     
60             132                 1          1          1     
61             267                 1          0          0     
62             633                 1          0          0     
63             209                 1          0          0     
64             330                 1          0          0     
65             617                 1          1          0     
66             383                 1          0          0     
67             531                 1          0          0     
68             617                 1          0          0     
69             494                 1          0          0     
70             364                 1          0          0     
71             130                 1          1          1     
72             486                 1          0          0     
73             204                 1          0          0     
74             469                 1          1          1     
75             214                 1          0          1     
76             21                  1          1          1     
Prediction accuracy  = 69 out of 77 (89.61%)
--- Session ended : 2021-08-15-130323
