--- Session started : 2021-08-15-150643
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              602                 1          0          0     
1              390                 1          1          0     
2              233                 1          0          0     
3              241                 1          0          0     
4              657                 1          0          0     
5              327                 1          0          1     
6              349                 1          0          0     
7              236                 1          0          0     
8              301                 1          1          1     
9              533                 1          0          0     
10             398                 1          0          0     
11             75                  1          0          0     
12             574                 1          0          0     
13             688                 1          0          0     
14             626                 1          0          0     
15             160                 1          1          1     
16             162                 1          0          0     
17             0                   1          0          0     
18             680                 1          0          1     
19             179                 1          0          0     
20             180                 1          0          0     
21             385                 1          0          0     
22             46                  1          1          1     
23             191                 1          0          0     
24             318                 1          0          0     
25             361                 1          0          0     
26             258                 1          0          0     
27             569                 1          1          1     
28             370                 1          0          0     
29             120                 1          1          1     
30             81                  1          0          0     
31             85                  1          0          0     
32             55                  1          1          1     
33             591                 1          0          0     
34             203                 1          1          1     
35             601                 1          1          1     
36             72                  1          0          0     
37             56                  1          0          0     
38             515                 1          0          1     
39             414                 1          1          0     
40             201                 1          0          0     
41             172                 1          0          0     
42             218                 1          1          0     
43             418                 1          0          0     
44             131                 1          0          0     
45             488                 1          0          0     
46             149                 1          1          0     
47             345                 1          0          0     
48             487                 1          0          0     
49             349                 1          0          0     
50             56                  1          0          0     
51             95                  1          1          0     
52             520                 1          0          0     
53             51                  1          0          0     
54             436                 1          0          0     
55             375                 1          0          0     
56             350                 1          1          1     
57             452                 1          0          0     
58             346                 1          0          0     
59             114                 1          0          0     
60             584                 1          1          1     
61             657                 1          0          0     
62             149                 1          1          0     
63             148                 1          0          0     
64             105                 1          0          0     
65             58                  1          0          0     
66             224                 1          1          1     
67             617                 1          0          0     
68             331                 1          1          1     
69             218                 1          1          0     
70             622                 1          0          0     
71             33                  1          0          0     
72             319                 1          0          0     
73             521                 1          1          1     
74             500                 1          1          1     
75             388                 1          0          0     
76             332                 1          1          1     
Prediction accuracy  = 67 out of 77 (87.01%)
--- Session ended : 2021-08-15-150643
