--- Session started : 2021-08-21-145854
Algorithm being used is 'ReplaceMissingValuesWithMean'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              26                 0.8         0          0     
1              7                  0.8         0          0     
2              7                  0.8         0          0     
3              69                 0.8         1          0     
4              69                 0.8         0          0     
5              57                 0.8         0          0     
6              132                0.8         0          0     
7              26                 0.9         0          0     
8              26                 0.8         0          0     
9              69                 0.8         0          0     
10             132                0.7         1          0     
11             26                 0.7         1          0     
12             26                 0.9         1          0     
13             69                 0.8         1          0     
14             1                  0.7         0          0     
15             132                0.9         0          0     
16             132                0.9         0          0     
17             196                0.8         0          0     
18             69                 0.8         0          0     
19             7                  0.8         0          0     
20             57                 0.9         0          0     
21             132                0.8         1          0     
22             26                 0.8         0          0     
23             132                0.7         0          0     
24             7                  0.8         0          0     
25             26                 0.9         0          0     
26             26                 0.8         0          0     
27             7                  0.8         1          0     
28             7                  0.8         1          0     
29             57                 0.9         0          0     
30             196                0.8         0          0     
31             132                0.9         0          0     
32             7                  0.7         0          0     
33             7                  0.7         0          0     
34             132                0.9         0          0     
35             7                  0.8         0          0     
36             7                  0.8         0          0     
37             132                0.9         0          0     
38             132                0.9         0          0     
39             69                 0.8         0          0     
40             42                 0.8         0          0     
41             69                 0.8         1          0     
42             26                 0.9         0          0     
43             132                0.8         0          0     
44             69                 0.8         1          0     
45             7                  0.8         0          0     
46             132                0.9         0          0     
47             26                 0.9         1          0     
48             7                  0.8         0          0     
49             7                  0.8         0          0     
50             132                0.9         1          0     
51             7                  0.8         1          0     
52             132                0.9         0          0     
53             69                 0.8         0          0     
54             132                0.7         0          0     
55             7                  0.7         0          0     
56             32                 0.8         0          0     
57             132                0.8         0          0     
58             26                 0.9         0          0     
59             7                  0.7         0          0     
60             132                0.8         1          0     
61             69                 0.8         1          0     
62             132                0.8         0          0     
63             32                 0.9         0          0     
64             26                 0.9         0          0     
65             176                0.7         0          0     
66             26                 0.9         0          0     
67             7                  0.7         1          0     
68             196                0.8         0          0     
69             132                0.8         0          0     
70             26                 0.9         1          0     
71             7                  0.8         1          0     
72             69                 0.8         0          0     
73             26                 0.9         0          0     
74             7                  0.7         0          0     
75             7                  0.8         0          0     
76             69                 0.8         1          0     
77             132                0.8         0          0     
78             26                 0.9         0          0     
79             132                0.9         0          0     
80             26                 0.9         0          0     
81             68                 0.8         0          0     
82             86                 0.8         0          0     
83             26                 0.9         0          0     
84             26                 0.9         1          0     
85             7                  0.8         1          0     
86             7                  0.8         1          0     
87             26                 0.9         0          0     
88             132                0.9         0          0     
89             132                0.9         0          0     
90             132                0.8         0          0     
91             26                 0.8         1          0     
92             26                 0.9         1          0     
93             26                 0.8         0          0     
94             132                0.9         1          0     
95             132                0.7         0          0     
96             26                 0.9         1          0     
97             7                  0.8         0          0     
98             26                 0.8         0          0     
99             26                 0.9         0          0     
100            132                0.9         0          0     
101            7                  0.8         0          0     
102            26                 0.9         0          0     
103            68                 0.8         0          0     
104            7                  0.8         1          0     
105            132                0.9         0          0     
106            7                  0.8         0          0     
107            69                 0.8         0          0     
108            132                0.9         1          0     
109            57                 0.9         0          0     
110            7                  0.8         1          0     
111            7                  0.8         1          0     
112            69                 0.8         0          0     
