--- Session started : 2021-08-25-090358
Algorithm being used is 'None'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              255                 1          0          0     
1              7                   1          1          1     
2              276                 1          0          0     
3              126                 1          0          0     
4              129                 1          1          1     
5              38                  1          0          1     
6              329                 1          1          1     
7              222                 1          0          0     
8              169                 1          1          1     
9              380                 1          0          1     
10             404                 1          0          1     
11             359                 1          0          1     
12             400                 1          0          1     
13             419                 1          0          0     
14             88                  1          1          0     
15             394                 1          0          1     
16             330                 1          1          0     
17             153                 1          1          0     
18             221                 1          0          1     
19             144                 1          1          0     
20             150                 1          0          0     
21             90                  1          1          0     
22             50                  1          0          0     
23             44                  1          0          0     
24             269                 1          0          1     
25             334                 1          1          1     
26             163                 1          0          1     
27             269                 1          0          1     
28             275                 1          1          0     
29             272                 1          0          1     
30             356                 1          0          1     
31             185                 1          0          0     
32             300                 1          0          0     
33             273                 1          1          0     
34             191                 1          0          0     
35             397                 1          0          0     
36             88                  1          1          0     
37             407                 1          1          1     
38             73                  1          0          1     
39             237                 1          0          0     
40             189                 1          1          0     
41             262                 1          1          0     
42             275                 1          1          0     
43             376                 1          1          0     
44             149                 1          1          1     
45             195                 1          0          0     
46             169                 1          0          1     
47             90                  1          1          0     
48             33                  1          0          0     
49             138                 1          1          0     
50             234                 1          0          0     
51             386                 1          1          0     
52             195                 1          1          0     
53             302                 1          1          0     
54             208                 1          0          0     
55             406                 1          0          1     
56             8                   1          0          1     
57             65                  1          0          1     
58             195                 1          0          0     
59             390                 1          1          1     
60             40                  1          0          0     
61             21                  1          0          0     
62             85                  1          1          0     
63             312                 1          0          0     
64             263                 1          0          0     
65             157                 1          0          0     
66             390                 1          1          1     
67             33                  1          1          0     
68             26                  1          0          0     
69             45                  1          0          0     
70             18                  1          0          0     
71             196                 1          0          0     
72             340                 1          1          1     
73             256                 1          0          0     
74             283                 1          1          0     
75             214                 1          0          1     
76             166                 1          0          1     
77             169                 1          1          1     
78             382                 1          0          0     
79             147                 1          1          0     
80             388                 1          1          1     
81             226                 1          0          1     
82             372                 1          1          0     
83             406                 1          1          1     
84             302                 1          1          0     
85             213                 1          0          0     
86             16                  1          0          0     
87             265                 1          1          0     
88             388                 1          0          1     
89             376                 1          0          0     
90             4                   1          0          1     
91             283                 1          0          0     
92             330                 1          1          0     
93             185                 1          1          0     
94             409                 1          1          0     
95             135                 1          0          0     
96             240                 1          1          0     
97             387                 1          0          1     
98             397                 1          0          0     
99             245                 1          0          0     
100            253                 1          0          0     
101            47                  1          0          0     
102            326                 1          1          0     
